participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	age	gender	accuracy	country
P09021	3	1	0	2	2	4	5	2	4	2	48	2	66	US
P09022	5	1	4	4	3	5	4	5	4	5	42	2	97	US
P09023	3	1	2	2	4	3	4	5	3	4	32	2	98	US
P09024	5	2	4	4	2	5	4	5	5	2	30	2	90	US
P09025	5	2	4	5	4	4	1	0	2	2	52	2	79	US
P09026	5	1	5	2	3	4	5	2	3	1	28	2	92	US
P09027	5	5	4	2	4	2	4	2	5	2	18	2	67	US
P09028	4	2	5	4	2	5	4	3	3	5	25	2	59	US
P09029	4	3	2	5	2	2	3	1	3	2	30	2	82	US
P09030	5	1	3	2	4	5	5	5	4	3	31	2	89	US
P09031	4	5	2	5	4	5	5	5	4	4	38	2	89	US
P09032	4	3	5	2	3	4	4	5	3	1	27	2	87	US
P09033	5	3	4	5	4	5	5	3	5	3	44	2	86	US
P09034	4	1	5	2	4	5	3	5	4	4	36	2	90	US
P09035	5	2	5	2	5	5	3	5	2	5	42	2	96	US
P09036	5	4	5	2	3	4	4	5	4	5	38	2	74	US
P09037	5	5	2	3	4	5	3	3	4	5	20	2	96	US
P09038	5	1	4	4	5	5	3	5	3	5	29	2	65	US
P09039	4	4	5	4	4	4	4	5	2	4	50	2	83	US
P09040	4	4	5	2	4	5	4	2	3	3	53	2	96	US
P09041	5	5	5	4	3	5	5	5	5	2	40	2	82	US
P09042	5	5	4	5	4	4	4	5	4	2	26	2	90	US
P09043	5	1	2	3	2	4	2	4	1	2	39	2	80	US
P09044	5	4	5	2	4	5	5	4	5	2	39	2	87	US
P09045	4	2	5	4	4	5	5	5	5	4	27	2	83	US
P09046	4	2	5	2	2	4	5	4	4	1	23	2	96	US
P09047	5	1	2	1	3	5	4	4	1	2	38	2	84	US
P09048	3	4	5	2	4	4	4	5	5	1	24	2	94	US
P09049	4	1	4	4	1	2	2	4	4	1	53	2	83	US
P09050	4	2	4	3	3	4	4	4	2	3	39	2	79	US
P09051	4	1	2	4	3	3	4	2	5	3	42	2	77	US
P09052	4	4	5	2	4	4	5	5	4	4	33	2	91	US
P09053	5	4	5	3	4	5	4	5	4	2	33	2	96	US
P09054	5	1	4	1	2	3	4	2	3	4	44	2	83	US
P09055	3	3	5	1	1	4	4	3	4	1	18	2	93	US
P09056	5	4	4	2	2	5	4	3	3	1	41	2	84	US
P09057	5	2	5	5	5	4	4	5	4	4	21	2	73	US
P09058	4	1	5	4	2	4	3	5	4	2	28	2	97	US
P09059	5	4	5	4	5	4	5	5	4	4	21	2	78	US
P09060	5	5	5	5	4	5	5	5	5	3	28	2	98	US
P09061	4	1	5	0	2	5	5	3	3	2	59	2	87	US
P09062	1	3	3	4	4	2	4	5	4	2	35	2	58	US
P09063	4	1	4	1	3	4	4	4	1	1	28	2	89	US
P09064	4	4	1	2	2	5	5	2	2	2	48	2	93	US
P09065	5	5	5	2	5	5	5	5	5	5	38	2	97	US
P09066	2	4	4	2	2	4	4	5	4	1	52	2	98	US
P09067	4	2	4	2	4	4	3	4	3	2	51	2	91	US
P09068	4	1	5	1	2	4	4	2	3	2	20	2	90	US
P09069	5	3	4	3	4	5	4	5	3	2	31	2	85	US
P09070	2	1	4	2	1	0	4	1	1	1	49	2	93	US
P09071	3	5	5	3	3	3	5	4	3	3	22	2	81	US
P09072	5	5	5	2	5	5	5	5	5	3	27	2	90	US
P09073	3	4	4	2	4	3	4	2	2	2	40	2	90	US
P09074	5	5	4	5	3	4	5	3	5	2	33	2	88	US
P09075	5	3	5	4	4	4	0	4	4	1	19	2	82	US
P09076	4	4	4	5	5	3	4	5	4	3	30	2	88	US
P09077	5	4	5	1	2	5	5	4	5	1	47	2	79	US
P09078	5	4	5	1	5	5	5	5	5	4	33	2	84	US
P09079	0	4	4	2	4	4	4	4	4	2	51	2	77	US
P09080	5	4	4	3	3	5	4	3	4	1	31	2	89	US
P09081	2	1	4	2	1	2	3	5	1	2	44	2	87	US
P09082	4	5	5	5	5	4	5	5	4	4	37	2	72	US
P09083	5	2	2	5	4	4	4	5	2	3	33	2	80	US
P09084	5	3	5	2	4	4	4	5	4	2	48	2	77	US
P09085	4	4	5	1	1	1	5	5	5	3	22	2	78	US
P09086	4	5	5	1	2	4	5	2	4	1	18	2	70	US
P09087	5	3	4	3	5	5	3	5	5	4	37	2	96	US
P09088	4	4	3	4	4	4	2	5	5	4	32	2	95	US
P09089	4	4	5	5	2	3	3	3	4	1	46	2	89	US
P09090	5	5	4	5	5	5	5	5	4	5	56	2	95	US
P09091	5	5	5	2	5	0	4	4	0	5	18	2	82	US
P09092	4	5	5	2	2	3	5	2	5	2	40	2	95	US
P09093	5	2	5	0	5	3	5	5	4	4	18	2	95	US
P09094	5	2	4	4	3	4	5	5	5	3	38	2	94	US
P09095	3	3	5	2	1	4	5	2	4	1	18	2	72	US
P09096	5	1	2	4	4	4	1	4	1	3	33	2	55	US
P09097	5	1	2	2	5	2	4	5	3	2	54	2	61	US
P09098	3	4	5	1	3	4	3	4	5	4	52	2	96	US
P09099	4	2	5	4	5	5	5	4	5	2	44	2	93	US
P09100	5	4	4	3	4	5	5	5	2	3	25	2	90	US
P09101	5	1	4	5	5	5	2	5	5	5	46	2	81	US
P09102	5	5	4	3	4	4	5	5	4	1	24	2	89	US
P09103	5	4	5	4	4	3	4	2	4	4	19	2	91	US
P09104	2	4	4	1	2	2	4	2	5	0	41	2	81	US
P09105	4	1	4	2	2	1	2	4	2	2	23	2	70	US
P09106	3	4	2	3	3	2	5	3	4	2	48	2	94	US
P09107	4	3	5	2	4	5	5	5	3	4	33	2	85	US
P09108	4	2	4	5	4	4	4	5	3	2	43	2	67	US
P09109	5	5	5	5	4	4	4	4	4	2	33	2	97	US
P09110	5	4	5	5	0	4	5	5	4	2	41	2	92	US
P09111	5	5	5	5	5	4	5	5	4	3	28	2	98	US
P09112	5	4	5	2	4	5	5	5	4	3	29	2	85	US
P09113	4	4	3	5	4	5	5	5	4	1	45	2	98	US
P09114	5	3	5	3	5	3	5	4	5	2	38	2	99	US
P09115	5	1	2	5	4	4	4	3	2	4	36	2	94	US
P09116	5	2	2	1	5	5	3	5	5	4	52	2	90	US
P09117	5	5	5	2	4	4	5	5	4	5	30	2	94	US
P09118	5	1	2	2	2	4	3	2	1	3	41	2	95	US
P09119	5	2	5	3	4	5	3	4	3	2	45	2	86	US
P09120	5	4	4	1	4	5	4	5	3	2	24	2	68	US
P09121	5	4	5	1	4	5	4	5	4	4	44	2	61	US
P09122	5	1	5	4	4	4	5	4	2	4	24	2	88	US
P09123	5	5	5	3	5	5	5	5	5	2	32	2	68	US
P09124	5	2	4	5	5	5	4	4	3	4	39	2	90	US
P09125	2	2	3	1	4	4	4	4	3	2	29	2	85	US
P09126	4	1	5	3	1	3	4	2	1	1	52	2	86	US
P09127	5	2	5	2	2	3	4	3	4	2	43	2	89	US
P09128	4	2	4	4	3	5	4	2	1	1	42	2	86	US
P09129	0	2	4	1	3	3	4	2	1	2	24	2	62	US
P09130	0	4	5	5	2	5	4	5	4	3	18	2	69	US
P09131	5	4	5	5	5	5	5	5	4	4	37	2	76	US
P09132	5	1	2	4	4	4	1	2	1	2	49	2	99	US
P09133	5	4	5	2	3	4	5	4	5	1	27	2	97	US
P09134	5	5	5	2	4	5	5	5	5	2	43	2	60	US
P09135	5	4	4	5	4	4	2	5	3	2	37	2	72	US
P09136	5	5	5	5	3	5	5	5	5	4	31	2	61	US
P09137	0	2	4	5	5	4	4	4	4	2	34	2	84	US
P09138	4	4	3	2	2	5	4	5	4	1	18	2	94	US
P09139	5	3	5	2	5	5	5	5	5	3	27	2	93	US
P09140	4	1	4	2	2	3	4	4	2	1	44	2	98	US
P09141	4	4	5	2	2	4	5	4	5	3	35	2	74	US
P09142	5	1	5	3	1	4	2	3	3	1	34	2	98	US
P09143	5	4	4	2	3	4	2	4	5	3	19	2	76	US
P09144	5	4	4	1	3	2	5	3	4	4	18	2	94	US
P09145	4	2	3	4	1	2	4	4	2	2	44	2	95	US
P09146	5	5	4	1	3	4	4	5	4	3	30	2	98	US
P09147	4	3	5	1	5	5	4	5	3	3	47	2	92	US
P09148	5	2	5	3	4	4	2	4	2	2	29	2	76	US
P09149	2	1	5	4	3	3	4	5	3	1	21	2	69	US
P09150	2	4	4	3	2	4	4	5	4	3	18	2	78	US
P09151	5	3	2	2	3	3	4	5	4	2	37	2	69	US
P09152	5	5	4	3	5	4	4	5	5	4	29	2	94	US
P09153	5	5	5	2	4	5	5	5	5	4	31	2	87	US
P09154	4	5	4	4	3	4	5	4	5	1	45	2	83	US
P09155	5	4	3	2	4	5	4	5	5	1	18	2	99	US
P09156	5	5	5	4	1	5	5	2	5	1	31	2	82	US
P09157	5	5	4	3	5	5	5	5	4	5	20	2	91	US
P09158	4	1	4	2	2	4	4	3	4	1	37	2	80	US
P09159	4	2	4	5	4	5	5	2	4	3	18	2	80	US
P09160	4	1	4	2	1	4	2	2	3	1	21	2	85	US
P09161	2	5	5	2	4	5	3	2	4	1	27	2	78	US
P09162	5	4	2	1	2	2	5	3	4	4	41	2	97	US
P09163	5	1	2	2	5	5	4	5	4	2	41	2	60	US
P09164	4	1	5	3	3	4	4	5	2	2	35	2	86	US
P09165	5	1	4	5	5	4	3	5	3	4	47	2	90	US
P09166	5	3	5	5	5	5	5	4	4	3	31	2	94	US
P09167	4	1	3	4	3	2	2	4	3	2	42	2	73	US
P09168	5	4	5	4	4	4	4	5	4	5	57	2	95	US
P09169	4	1	3	1	2	3	4	4	4	5	41	2	75	US
P09170	5	2	4	2	5	5	4	5	5	4	38	2	72	US
P09171	3	4	5	2	4	4	5	4	5	5	44	2	95	US
P09172	5	4	4	5	4	4	5	5	4	2	18	2	91	US
P09173	3	5	5	2	2	5	5	4	5	1	25	2	98	US
P09174	5	2	3	2	1	5	3	1	2	1	51	2	81	US
P09175	5	5	5	3	4	4	4	5	4	5	34	2	99	US
P09176	5	3	4	4	1	3	4	4	1	3	26	2	77	US
P09177	3	3	0	3	1	4	3	4	1	1	32	2	63	US
P09178	2	3	1	0	1	2	4	1	2	1	37	2	94	US
P09179	5	5	4	2	3	4	5	2	3	2	36	2	98	US
P09180	5	2	4	2	5	5	4	5	4	4	55	2	87	US
P09181	5	2	4	2	4	5	4	5	4	4	42	2	95	US
P09182	5	4	4	3	2	5	4	2	4	3	55	2	76	US
P09183	5	5	4	4	3	5	5	4	5	1	18	2	83	US
P09184	5	4	3	5	4	4	5	5	4	4	32	2	94	US
P09185	4	5	3	1	2	2	5	1	1	1	46	2	100	US
P09186	5	5	5	2	4	5	5	4	2	2	49	2	98	US
P09187	3	4	5	2	2	4	0	2	5	1	37	2	84	US
P09188	4	5	5	5	4	5	4	5	4	3	39	2	82	US
P09189	5	1	3	2	2	5	5	4	4	1	18	2	79	US
P09190	5	2	1	3	3	5	5	5	1	2	20	2	75	US
P09191	5	2	5	2	1	5	3	2	4	1	24	2	91	US
P09192	5	2	4	1	3	3	4	3	3	2	42	2	90	US
P09193	2	1	1	4	2	3	2	2	1	1	26	2	86	US
P09194	5	3	5	2	4	3	5	3	4	4	34	2	81	US
P09195	2	4	1	1	3	4	4	1	4	2	29	2	96	US
P09196	3	4	3	2	2	2	5	1	4	1	47	2	89	US
P09197	5	4	5	4	2	5	5	4	4	1	20	2	89	US
P09198	4	2	5	5	2	4	3	5	3	4	40	2	79	US
P09199	5	3	5	2	2	1	4	2	4	1	23	2	75	US
P09200	5	1	3	3	4	3	2	2	1	3	22	2	94	US
P09201	4	2	3	2	1	4	2	4	3	1	39	2	94	US
P09202	4	4	5	3	2	3	5	2	5	2	42	2	79	US
P09203	3	2	5	2	2	2	5	2	4	1	27	2	57	US
P09204	4	5	5	2	3	4	5	5	5	2	31	2	79	US
P09205	5	2	5	3	4	5	4	5	5	4	19	2	85	US
P09206	5	2	4	3	3	4	4	4	3	2	58	2	90	US
P09207	5	1	4	1	4	3	2	4	4	3	39	2	86	US
P09208	4	4	4	2	4	4	5	4	5	3	41	2	77	US
P09209	5	3	4	5	5	5	3	4	4	5	34	2	90	US
P09210	5	3	5	2	3	4	5	4	4	3	34	2	99	US
P09211	5	3	4	3	5	5	4	5	4	5	18	2	93	US
P09212	5	2	2	5	1	2	4	1	3	1	24	2	92	US
P09213	4	1	4	5	3	4	5	5	2	3	49	2	77	US
P09214	3	2	4	2	2	5	5	4	4	1	39	2	66	US
P09215	5	4	5	1	1	3	5	4	4	1	27	2	71	US
P09216	5	5	5	3	4	3	5	4	5	3	36	2	66	US
P09217	2	3	5	2	2	3	5	2	4	1	52	2	83	US
P09218	5	3	5	4	5	3	2	5	5	4	33	2	72	US
P09219	5	2	2	2	4	4	4	4	2	1	24	2	93	US
P09220	5	4	5	5	4	3	5	4	5	5	48	2	99	US
P09221	4	4	5	3	1	4	4	5	5	2	46	2	56	US
P09222	5	2	3	1	4	5	5	0	4	2	34	2	96	US
P09223	5	3	5	2	5	4	5	5	2	2	32	2	81	US
P09224	5	4	5	3	5	2	4	2	3	2	40	2	86	US
P09225	5	4	4	1	5	5	4	5	4	5	37	2	89	US
P09226	5	1	5	1	4	3	5	5	2	3	29	2	79	US
P09227	1	2	4	1	2	5	4	2	3	2	40	2	61	US
P09228	4	2	4	5	3	5	4	5	2	4	28	2	96	US
P09229	4	1	2	4	4	5	3	3	4	2	22	2	75	US
P09230	5	5	1	2	4	4	5	5	5	5	51	2	89	US
P09231	5	3	5	4	2	4	5	5	4	4	47	2	90	US
P09232	4	4	3	2	2	5	4	4	5	4	18	2	69	US
P09233	5	3	4	3	4	5	5	5	5	2	38	2	73	US
P09234	5	4	5	2	2	4	5	5	5	1	49	2	89	US
P09235	2	2	4	2	3	3	3	2	4	2	31	2	91	US
P09236	3	2	4	1	3	2	5	4	4	1	42	2	77	US
P09237	4	5	5	4	1	5	5	4	5	1	56	2	98	US
P09238	4	4	5	3	4	4	5	5	3	4	46	2	95	US
P09239	5	2	4	2	2	2	5	2	3	3	33	2	84	US
P09240	2	1	4	2	2	4	2	3	4	3	38	2	96	US
P09241	5	3	4	2	5	5	2	5	5	3	58	2	86	US
P09242	5	2	5	3	5	5	4	4	4	4	40	2	84	US
P09243	5	5	5	4	4	5	5	2	4	3	46	2	76	US
P09244	5	2	4	4	5	4	4	4	4	3	47	2	80	US
P09245	5	4	5	1	4	5	5	5	5	4	30	2	63	US
P09246	3	3	0	5	3	5	4	3	4	3	29	2	77	US
P09247	3	2	0	2	3	5	4	2	4	2	43	2	93	US
P09248	5	4	5	2	4	4	5	4	5	1	40	2	70	US
P09249	5	4	5	3	4	4	5	2	4	2	34	2	52	US
P09250	4	0	3	3	2	4	3	3	4	2	40	2	64	US
P09251	4	4	5	3	5	5	5	3	5	5	35	2	88	US
P09252	3	2	4	2	2	3	4	4	3	2	37	2	84	US
P09253	4	2	4	2	1	4	5	2	3	1	34	2	97	US
P09254	3	0	1	0	4	5	2	5	4	5	49	2	87	US
P09255	5	2	4	4	3	3	4	3	5	1	40	2	89	US
P09256	5	3	4	5	4	5	4	5	5	5	38	2	54	US
P09257	4	2	4	1	3	4	2	4	3	2	43	2	80	US
P09258	5	2	4	2	5	5	5	5	4	3	50	2	94	US
P09259	5	4	2	2	4	5	4	0	5	2	34	2	84	US
P09260	5	5	5	5	3	5	5	4	4	2	37	2	79	US
P09261	1	5	0	4	3	2	4	2	4	2	36	2	89	US
P09262	5	3	4	2	5	3	4	5	5	5	41	2	58	US
P09263	5	4	5	4	5	5	4	5	5	5	34	2	82	US
P09264	4	4	4	5	2	5	5	3	4	3	36	2	85	US
P09265	4	4	5	4	3	4	5	5	4	2	58	2	83	US
P09266	4	1	3	1	2	3	4	2	1	2	18	2	80	US
P09267	5	0	4	3	2	3	4	4	4	1	36	2	99	US
P09268	1	2	4	2	2	3	5	1	1	1	38	2	78	US
P09269	4	1	1	4	1	5	2	4	4	5	18	2	79	US
P09270	3	5	5	2	2	4	5	1	4	2	36	2	98	US
P09271	4	1	5	1	1	0	5	3	2	2	49	2	82	US
P09272	3	5	5	4	5	4	4	5	5	4	18	2	97	US
P09273	5	2	2	1	1	3	2	4	4	1	38	2	63	US
P09274	5	4	5	4	4	3	5	4	4	2	37	2	96	US
P09275	2	3	2	4	1	4	4	1	1	2	20	2	88	US
P09276	5	4	4	5	4	5	5	5	5	2	43	2	88	US
P09277	5	5	5	5	4	5	5	5	5	4	45	2	62	US
P09278	3	2	4	3	2	5	4	5	5	3	31	2	99	US
P09279	4	3	4	2	2	3	5	3	2	1	29	2	95	US
P09280	5	1	4	2	5	5	5	5	5	3	22	2	98	US
P09281	4	4	5	5	5	4	5	5	4	5	41	2	78	US
P09282	5	2	5	4	2	2	3	3	2	1	46	2	83	US
P09283	5	3	2	4	4	5	5	5	2	1	33	2	94	US
P09284	4	1	3	2	3	5	2	2	2	1	48	2	92	US
P09285	2	2	5	3	4	5	2	5	4	4	28	2	90	US
P09286	4	4	4	2	5	3	4	2	3	2	41	2	90	US
P09287	4	5	5	4	3	4	5	3	5	2	35	2	85	US
P09288	4	1	1	2	3	5	1	5	3	1	42	2	99	US
P09289	4	2	5	4	1	4	5	4	3	4	36	2	79	US
P09290	5	4	5	2	3	4	4	5	5	3	48	2	87	US
P09291	5	5	5	5	5	5	5	5	5	5	35	2	92	US
P09292	5	4	5	5	4	4	4	5	0	4	27	2	91	US
P09293	5	5	5	4	2	4	5	2	4	2	27	2	49	US
P09294	4	2	5	2	4	3	2	4	3	1	34	2	92	US
P09295	5	4	5	2	4	5	5	4	5	4	18	2	51	US
P09296	5	4	5	5	4	5	0	5	5	3	27	2	76	US
P09297	5	5	4	1	3	4	4	0	5	4	42	2	95	US
P09298	5	5	5	3	5	4	5	5	3	5	37	2	79	US
P09299	3	2	3	4	4	4	3	3	2	4	34	2	86	US
P09300	5	4	4	2	4	5	5	0	4	1	29	2	84	US
P09301	4	3	4	2	2	5	5	4	3	2	29	2	94	US
P09302	4	1	2	4	3	1	3	4	2	2	19	2	89	US
P09303	4	2	2	4	2	4	4	2	4	2	35	2	75	US
P09304	5	5	5	3	4	5	5	5	5	2	34	2	56	US
P09305	5	1	4	1	2	4	4	4	2	2	39	2	87	US
P09306	5	2	3	1	3	2	3	5	4	1	48	2	95	US
P09307	5	4	4	4	4	5	5	5	5	3	43	2	92	US
P09308	5	5	5	2	2	4	4	4	4	2	43	2	79	US
P09309	5	4	5	3	2	4	5	5	5	2	39	2	70	US
P09310	4	1	4	5	2	5	1	2	1	1	28	2	43	US
P09311	4	3	1	2	1	3	4	4	3	2	39	2	56	US
P09312	4	2	4	4	1	4	4	3	1	1	37	2	83	US
P09313	2	2	2	4	4	5	2	4	4	3	50	2	79	US
P09314	5	4	2	2	2	4	3	4	4	2	43	2	93	US
P09315	5	3	4	1	1	3	4	4	4	1	48	2	83	US
P09316	5	2	4	4	2	3	3	5	4	1	50	2	64	US
P09317	4	3	4	5	4	4	4	4	2	3	37	2	85	US
P09318	5	4	5	4	5	5	5	5	5	5	48	2	91	US
P09319	4	1	4	3	5	5	4	5	4	3	27	2	87	US
P09320	4	2	4	2	3	4	3	2	3	2	52	2	73	US
P09321	2	3	4	2	4	5	5	4	2	1	43	2	80	US
P09322	4	2	4	3	4	2	4	3	2	1	19	2	72	US
P09323	2	1	1	1	1	3	2	2	1	1	40	2	94	US
P09324	5	4	5	2	5	5	4	5	2	2	36	2	50	US
P09325	4	1	3	5	4	4	4	4	4	3	48	2	87	US
P09326	5	5	5	1	3	5	4	5	4	2	39	2	97	US
P09327	4	5	5	4	4	4	5	4	4	1	31	2	87	US
P09328	4	3	4	2	4	5	3	4	4	4	23	2	89	US
P09329	5	2	5	2	2	5	5	5	4	5	20	2	77	US
P09330	1	4	5	1	2	4	5	3	1	1	34	2	92	US
P09331	5	1	4	3	3	4	2	5	3	5	35	2	94	US
P09332	5	4	5	2	2	5	4	5	5	4	36	2	90	US
P09333	2	2	2	2	2	5	4	4	2	4	40	2	94	US
P09334	2	1	2	5	1	4	2	3	1	1	35	2	72	US
P09335	5	4	5	1	0	3	5	5	4	3	30	2	85	US
P09336	3	4	5	2	3	5	4	3	4	1	23	2	94	US
P09337	4	3	5	2	2	5	4	4	5	1	21	2	67	US
P09338	5	2	4	2	4	4	4	2	5	2	25	2	77	US
P09339	5	2	4	2	4	2	4	5	4	2	27	2	93	US
P09340	3	3	4	2	5	5	5	4	3	5	26	2	82	US
P09341	5	3	2	4	2	4	2	2	2	2	34	2	78	US
P09342	4	2	4	3	2	4	4	5	4	4	35	2	83	US
P09343	5	4	4	4	5	5	4	5	5	2	57	2	86	US
P09344	5	5	0	2	2	5	5	4	1	4	26	2	70	US
P09345	4	2	4	1	4	3	2	4	1	3	42	2	88	US
P09346	5	4	5	4	5	5	5	5	5	5	27	2	99	US
P09347	5	5	5	2	1	4	5	5	4	3	30	2	87	US
P09348	5	5	5	5	4	5	5	5	4	4	35	2	84	US
P09349	5	3	2	2	2	3	0	2	5	3	35	2	74	US
P09350	5	4	5	4	2	4	4	5	3	2	32	2	94	US
P09351	5	4	4	1	5	4	4	5	4	4	37	2	84	US
P09352	4	1	5	5	3	5	4	5	5	1	34	2	73	US
P09353	5	3	5	2	2	2	5	2	3	1	30	2	97	US
P09354	4	4	4	2	4	4	4	4	5	2	41	2	93	US
P09355	5	3	5	2	4	5	4	4	3	1	34	2	77	US
P09356	3	3	5	3	2	2	5	1	4	1	34	2	85	US
P09357	2	2	3	3	2	4	1	2	2	4	26	2	91	US
P09358	5	5	5	2	5	4	5	5	5	5	26	2	91	US
P09359	4	4	5	1	4	5	5	4	4	2	18	2	67	US
P09360	5	4	5	5	4	5	3	4	4	4	50	2	67	US
P09361	4	2	2	4	4	4	4	5	4	1	35	2	76	US
P09362	4	3	4	2	3	3	5	4	5	2	33	2	91	US
P09363	4	1	2	2	5	5	4	2	4	4	20	2	92	US
P09364	5	4	5	4	4	5	5	5	5	5	27	2	62	US
P09365	5	5	4	4	3	4	5	4	4	2	21	2	97	US
P09366	4	1	2	1	2	2	1	5	1	1	57	2	87	US
P09367	5	1	1	1	2	2	3	4	3	2	51	2	97	US
P09368	4	1	4	2	2	4	1	5	2	2	52	2	77	US
P09369	5	3	5	3	4	3	3	2	4	2	48	2	96	US
P09370	5	3	4	2	1	5	4	5	4	4	58	2	91	US
P09371	3	1	4	2	3	4	3	1	4	5	32	2	91	US
P09372	5	2	2	4	4	5	5	4	4	4	50	2	99	US
P09373	5	5	5	1	5	5	5	5	5	4	29	2	87	US
P09374	5	4	5	3	2	5	4	4	3	2	26	2	95	US
P09375	4	4	5	4	2	5	4	3	3	2	51	2	75	US
P09376	5	4	4	5	4	4	5	2	2	4	56	2	78	US
P09377	5	1	5	4	4	3	4	4	3	2	33	2	74	US
P09378	4	5	4	2	3	4	5	4	4	2	36	2	93	US
P09379	4	5	5	2	2	4	4	3	2	1	18	2	85	US
P09380	5	3	4	4	3	4	5	4	5	4	53	2	98	US
P09381	3	4	4	1	2	3	5	4	5	0	28	2	97	US
P09382	4	3	2	2	4	4	5	4	4	1	28	2	97	US
P09383	5	5	5	1	5	4	5	5	5	5	43	2	73	US
P09384	4	5	5	3	5	5	5	5	4	3	51	2	74	US
P09385	4	4	5	3	5	5	5	3	5	4	33	2	75	US
P09386	5	1	3	4	4	5	0	4	2	5	48	2	90	US
P09387	3	3	4	2	1	1	5	1	5	2	42	2	81	US
P09388	5	2	5	5	5	5	5	5	3	4	33	2	93	US
P09389	2	2	0	3	2	4	4	2	3	2	36	2	98	US
P09390	5	1	4	3	4	5	2	5	2	3	42	2	72	US
P09391	4	3	5	1	2	4	4	4	5	2	26	2	87	US
P09392	4	1	3	2	2	0	4	4	5	1	41	2	87	US
P09393	5	2	4	4	5	5	5	5	5	1	41	2	74	US
P09394	5	3	4	2	3	2	4	4	4	1	39	2	58	US
P09395	4	3	2	5	4	3	5	3	4	4	21	2	86	US
P09396	5	4	5	3	4	5	5	5	5	4	34	2	77	US
P09397	4	2	2	3	1	5	2	4	2	4	31	2	76	US
P09398	5	4	5	2	4	4	5	5	5	5	24	2	92	US
P09399	3	2	4	2	3	5	4	3	4	2	39	2	79	US
P09400	5	4	5	3	5	5	5	5	5	5	46	2	70	US
P09401	4	2	4	5	1	5	4	5	2	0	41	2	92	US
P09402	5	1	4	2	3	4	2	5	3	1	24	2	89	US
P09403	5	4	5	3	4	5	4	5	3	5	46	2	65	US
P09404	5	5	5	2	4	4	5	4	5	3	32	2	89	US
P09405	5	4	3	5	4	5	5	2	4	4	26	2	92	US
P09406	5	3	4	2	4	4	4	4	5	4	31	2	76	US
P09407	1	2	4	2	1	1	4	2	3	1	42	2	48	US
P09408	5	2	5	2	4	5	4	5	5	4	25	2	88	US
P09409	5	2	0	2	3	5	3	3	3	4	47	2	88	US
P09410	4	3	4	3	4	5	5	4	5	4	32	2	80	US
P09411	5	1	2	4	4	5	3	4	3	3	49	2	89	US
P09412	4	1	4	4	3	4	3	4	2	4	27	2	70	US
P09413	5	2	5	1	4	4	5	4	4	4	18	2	88	US
P09414	2	4	5	1	1	2	4	2	4	1	31	2	88	US
P09415	5	4	4	5	4	3	4	4	2	3	18	2	92	US
P09416	5	2	4	4	2	2	2	5	3	2	37	2	74	US
P09417	2	4	5	1	4	4	4	1	2	4	20	2	93	US
P09418	5	4	5	1	5	4	5	0	4	3	30	2	85	US
P09419	4	1	2	2	3	5	4	2	3	1	39	2	90	US
P09420	5	4	2	5	5	4	5	5	4	5	59	2	82	US
P09421	4	1	1	5	2	5	1	3	3	4	38	2	56	US
P09422	5	4	4	3	3	4	4	2	4	1	38	2	79	US
P09423	4	1	4	3	2	4	5	4	4	1	32	2	86	US
P09424	5	3	4	3	5	5	5	5	4	4	18	2	93	US
P09425	4	3	2	3	2	4	5	4	4	3	26	2	71	US
P09426	4	5	4	1	3	4	4	4	4	4	40	2	85	US
P09427	4	4	4	4	1	2	5	3	1	2	27	2	80	US
P09428	5	1	4	4	5	5	4	5	5	4	31	2	42	US
P09429	4	3	5	2	1	5	5	5	4	2	18	2	66	US
P09430	4	5	5	1	4	4	5	4	5	4	32	2	41	US
P09431	5	5	5	2	2	5	5	4	4	4	27	2	70	US
P09432	3	4	4	4	4	5	5	2	4	4	37	2	91	US
P09433	4	1	4	4	3	3	5	3	4	2	33	2	99	US
P09434	4	2	4	3	4	0	4	4	4	2	43	2	86	US
P09435	4	2	2	2	3	4	4	2	5	2	48	2	71	US
P09436	4	2	4	2	4	4	4	4	5	3	38	2	83	US
P09437	5	5	5	2	4	5	5	5	3	5	25	2	92	US
P09438	5	3	4	2	2	5	5	5	5	4	54	2	91	US
P09439	5	1	5	4	5	5	5	4	3	5	33	2	84	US
P09440	3	4	5	4	3	3	5	4	4	2	42	2	71	US
P09441	3	5	5	4	4	3	5	4	4	5	32	2	89	US
P09442	5	1	4	5	2	4	2	5	4	2	18	2	94	US
P09443	5	1	3	5	1	4	2	3	3	2	43	2	93	US
P09444	4	1	3	2	4	5	5	4	2	2	49	2	81	US
P09445	5	1	1	4	2	5	2	3	1	1	25	2	84	US
P09446	5	2	5	3	4	4	5	5	4	5	34	2	53	US
P09447	5	1	4	3	4	5	5	4	4	4	43	2	90	US
P09448	3	1	4	5	3	4	3	3	4	2	34	2	92	US
P09449	5	4	2	4	5	4	2	4	5	2	34	2	90	US
P09450	4	3	4	1	3	2	5	0	4	2	22	2	91	US
P09451	4	1	1	2	1	5	1	4	1	2	18	2	92	US
P09452	4	2	4	2	3	5	4	4	4	3	24	2	92	US
P09453	2	2	4	4	3	4	4	4	4	2	33	2	73	US
P09454	0	4	4	2	4	5	3	5	3	5	30	2	98	US
P09455	5	4	5	4	2	2	5	3	5	0	22	2	71	US
