participant_id	CAT01	CAT02	CAT03	CAT04	CAT05	CAT06	CAT07	CAT08	CAT09	CAT10	CAT11	CAT12	CAT13	CAT14	CAT15	CAT16	CAT17	CAT18	CAT19	CAT20
C03006	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0
C03007	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0
C03008	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
C03009	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C03010	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
C03011	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
C03012	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C03013	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
C03014	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0
C03015	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03016	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0
C03017	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1
C03018	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0
C03019	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C03020	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
C03021	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C03022	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0
C03023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
C03024	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0
C03025	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C03026	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C03027	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
C03028	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0
C03029	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
C03030	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
C03031	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C03032	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0
C03033	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0
C03034	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0
C03035	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
C03036	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
C03037	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1
C03038	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
C03039	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
C03040	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0
C03041	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0
C03042	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03043	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1
C03044	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0
C03045	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
C03046	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C03047	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1
C03048	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0
C03049	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0
C03050	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0
C03051	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
C03052	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
C03053	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0
C03054	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03055	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0
C03056	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0
C03057	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0
C03058	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0
C03059	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0
C03060	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C03061	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0
C03062	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0
C03063	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0
C03064	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
C03065	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0
C03066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1
C03067	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C03068	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
C03069	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0
C03070	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1
C03071	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C03072	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0
C03073	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0
C03074	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1
C03075	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C03076	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0
C03077	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0
C03078	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
C03079	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
C03080	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1
C03081	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
C03082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0
C03083	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
C03084	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0
C03085	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1
C03086	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0
C03087	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
C03088	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C03089	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0
C03090	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0
C03091	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0
C03092	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0
C03093	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03094	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0
C03095	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C03096	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0
C03097	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
C03098	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
C03099	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03100	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0
C03101	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0
C03102	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0
C03103	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
C03104	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
C03105	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0
C03106	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
C03107	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0
C03108	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0
C03109	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
C03110	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1
C03111	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
C03112	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0
C03113	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0
C03114	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
C03115	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C03116	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0
C03117	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0
C03118	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0
C03119	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C03120	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0
C03121	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03122	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0
C03123	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0
C03124	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1
C03125	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0
C03126	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0
C03127	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1
C03128	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1
C03129	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0
C03130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
C03131	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0
C03132	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1
C03133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03134	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0
C03135	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03136	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
C03137	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C03138	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
C03139	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
C03140	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
C03141	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1
C03142	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0
C03143	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1
C03144	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
C03145	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
C03146	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0
C03147	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0
C03148	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C03149	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0
C03150	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0
C03151	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0
C03152	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0
C03153	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
C03154	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0
C03155	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
C03156	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0
C03157	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1
C03158	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0
C03159	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0
C03160	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C03161	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0
C03162	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
C03163	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0
C03164	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
C03165	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
C03166	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0
C03167	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C03168	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
C03169	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C03170	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1
C03171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03172	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0
C03173	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03174	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0
C03175	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0
C03176	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0
C03177	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03178	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
C03179	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C03180	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C03181	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
C03182	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
C03183	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C03184	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
C03185	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C03186	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0
C03187	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1
C03188	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
C03189	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0
C03190	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1
C03191	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
C03192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
C03193	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0
C03194	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
C03195	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0
C03196	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C03197	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0
C03198	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0
C03199	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0
C03200	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0
C03201	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03202	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
C03203	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0
C03204	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1
C03205	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C03206	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0
C03207	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03208	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0
C03209	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0
C03210	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
C03211	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0
C03212	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
C03213	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0
C03214	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C03215	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0
C03216	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
C03217	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
C03218	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
C03219	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C03220	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0
C03221	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
C03222	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
C03223	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
C03224	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0
C03225	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0
C03226	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0
C03227	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0
C03228	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
C03229	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
C03230	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C03231	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1
C03232	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
C03233	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0
C03234	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0
C03235	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
C03236	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
C03237	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0
C03238	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
C03239	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0
C03240	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0
C03241	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0
C03242	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C03243	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
C03244	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
C03245	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C03246	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0
C03247	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0
C03248	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0
C03249	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
C03250	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C03251	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0
C03252	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1
C03253	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
C03254	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
C03255	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
C03256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03257	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	0
C03258	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C03259	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
C03260	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0
C03261	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0
C03262	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0
C03263	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0
C03264	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C03265	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
C03266	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0
C03267	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0
C03268	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03269	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C03270	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0
C03271	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C03272	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0
C03273	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C03274	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0
C03275	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C03276	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
C03277	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0
C03278	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03279	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
C03280	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0
C03281	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0
C03282	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C03283	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03284	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0
C03285	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0
C03286	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1
C03287	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
C03288	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0
C03289	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0
C03290	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
C03291	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C03292	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0
C03293	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0
C03294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03295	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
C03296	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0
C03297	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0
C03298	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0
C03299	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0
C03300	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
C03301	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0
C03302	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0
C03303	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C03304	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0
C03305	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C03306	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0
C03307	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0
C03308	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0
C03309	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0
C03310	1	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0
C03311	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
C03312	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
C03313	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0
C03314	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C03315	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
C03316	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
C03317	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
C03318	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C03319	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0
C03320	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0
