session_id	device_family	completion_band	response_quality_band
S007584	device_2696	ordinary	low
S002763	device_0155	ordinary	high
S007961	device_1950	repeatable	high
S011646	device_0299	ordinary	typical
S000063	device_3594	ordinary	high
S000228	device_1162	ordinary	typical
S008091	device_0048	repeatable	high
S004100	device_2751	repeatable	high
S002480	device_3243	ordinary	high
S000141	device_2538	repeatable	typical
S001239	device_1582	repeatable	high
S007255	device_0639	ordinary	typical
S011981	device_3326	ordinary	typical
S000456	device_3138	ordinary	typical
S002542	device_3406	ordinary	typical
S010553	device_1996	ordinary	high
S005979	device_3276	ordinary	typical
S003638	device_1962	ordinary	typical
S010625	device_1164	repeatable	high
S008942	device_1233	repeatable	high
S005264	device_1594	ordinary	typical
S009170	device_0460	ordinary	typical
S001232	device_2318	ordinary	low
S003512	device_1365	ordinary	typical
S000914	device_1147	ordinary	typical
S000804	device_2518	ordinary	typical
S009192	device_2911	repeatable	typical
S012543	device_3190	ordinary	high
S012700	device_0303	repeatable	high
S002572	device_0732	ordinary	typical
S000664	device_1648	ordinary	typical
S005441	device_2051	ordinary	high
S005394	device_0730	ordinary	typical
S006495	device_1926	ordinary	typical
S006968	device_3594	ordinary	typical
S004619	device_0358	repeatable	high
S009284	device_1351	ordinary	typical
S006336	device_0502	ordinary	typical
S007022	device_0182	repeatable	high
S009913	device_1759	repeatable	typical
S002349	device_0051	repeatable	typical
S004898	device_2784	ordinary	typical
S000032	device_2547	repeatable	typical
S000107	device_2529	repeatable	typical
S012900	device_0750	repeatable	typical
S011461	device_2283	ordinary	typical
S008324	device_1520	repeatable	high
S007648	device_2952	ordinary	typical
S011328	device_3509	repeatable	typical
S012250	device_1470	ordinary	high
S007337	device_2395	ordinary	typical
S007310	device_1883	ordinary	typical
S012680	device_1377	repeatable	high
S008408	device_1684	repeatable	high
S004512	device_0559	ordinary	low
S010034	device_0313	ordinary	high
S012645	device_1384	repeatable	typical
S009993	device_1757	ordinary	typical
S008839	device_2617	ordinary	typical
S008140	device_2479	ordinary	typical
S012619	device_0583	ordinary	typical
S006415	device_2248	ordinary	typical
S009736	device_0991	ordinary	typical
S001936	device_0619	ordinary	typical
S006518	device_1723	ordinary	typical
S003775	device_2387	ordinary	typical
S004945	device_2137	ordinary	high
S005984	device_1067	ordinary	high
S001168	device_0812	ordinary	typical
S004656	device_1695	repeatable	high
S006648	device_3430	repeatable	high
S011030	device_1558	repeatable	high
S006372	device_3584	ordinary	typical
S006670	device_1424	ordinary	high
S001014	device_2120	ordinary	typical
S002898	device_0146	repeatable	high
S006101	device_0990	repeatable	typical
S011028	device_1094	repeatable	high
S008063	device_0476	ordinary	high
S003184	device_1351	ordinary	typical
S000278	device_1252	repeatable	high
S008699	device_2402	ordinary	typical
S008414	device_0990	ordinary	typical
S001410	device_2280	ordinary	typical
S001360	device_2471	repeatable	high
S004097	device_3204	ordinary	high
S001715	device_0499	ordinary	typical
S006478	device_0233	ordinary	low
S007416	device_2423	ordinary	high
S010905	device_0210	ordinary	typical
S000936	device_2670	repeatable	high
S004733	device_3558	repeatable	high
S008901	device_3009	repeatable	typical
S003743	device_2506	repeatable	high
S005217	device_0774	ordinary	typical
S009349	device_1312	ordinary	low
S009689	device_0254	repeatable	high
S008999	device_2380	ordinary	high
S002066	device_2938	repeatable	typical
S010403	device_1119	ordinary	typical
S011175	device_3191	repeatable	typical
S000690	device_2801	repeatable	typical
S007833	device_3292	ordinary	typical
S010059	device_3036	repeatable	high
S012605	device_0473	ordinary	typical
S011291	device_0002	ordinary	typical
S002773	device_3480	ordinary	high
S010294	device_2010	repeatable	typical
S012341	device_1455	ordinary	typical
S002450	device_1361	repeatable	typical
S000950	device_1054	ordinary	typical
S001540	device_3515	ordinary	typical
S011129	device_3281	repeatable	high
S009107	device_2374	ordinary	typical
S010483	device_0653	ordinary	high
S001046	device_3187	ordinary	high
S007993	device_0044	ordinary	high
S004417	device_1069	repeatable	typical
S009947	device_1551	repeatable	high
S001010	device_0880	ordinary	typical
S000409	device_3593	ordinary	typical
S002457	device_1265	repeatable	high
S010491	device_0820	repeatable	high
S008486	device_1412	ordinary	typical
S001106	device_1845	ordinary	high
S001804	device_0572	ordinary	high
S004692	device_2125	repeatable	typical
S011020	device_0086	ordinary	typical
S003980	device_1435	repeatable	high
S003928	device_1200	ordinary	typical
S000308	device_2770	repeatable	high
S009248	device_0485	ordinary	high
S005350	device_3168	ordinary	typical
S000738	device_3470	ordinary	typical
S007420	device_0822	ordinary	typical
S008635	device_0636	ordinary	typical
S009331	device_0735	ordinary	typical
S007837	device_1872	ordinary	typical
S000074	device_2676	repeatable	typical
S002215	device_3329	repeatable	typical
S004888	device_1253	ordinary	typical
S011558	device_0664	ordinary	typical
S006889	device_3367	repeatable	high
S001013	device_1038	ordinary	typical
S004274	device_2600	repeatable	high
S004700	device_0455	ordinary	typical
S012874	device_1423	ordinary	typical
S000733	device_2722	ordinary	typical
S012232	device_2236	ordinary	typical
S002207	device_1697	ordinary	typical
S007951	device_2024	repeatable	high
S011496	device_1630	ordinary	typical
S012015	device_0668	ordinary	typical
S010114	device_1010	ordinary	typical
S004533	device_2136	ordinary	high
S000097	device_1082	ordinary	typical
S002952	device_3463	ordinary	typical
S004563	device_2327	ordinary	typical
S008664	device_1853	ordinary	typical
S011701	device_3298	ordinary	high
S000348	device_3118	ordinary	typical
S006814	device_0943	repeatable	high
S007501	device_0561	ordinary	high
S008219	device_1674	repeatable	high
S007613	device_2263	ordinary	typical
S008812	device_1818	ordinary	typical
S011031	device_2300	ordinary	typical
S010051	device_2372	ordinary	typical
S003408	device_1450	ordinary	typical
S008328	device_1006	ordinary	typical
S011275	device_1485	ordinary	typical
S000218	device_3423	ordinary	typical
S005132	device_3402	ordinary	high
S009017	device_0741	ordinary	high
S010041	device_0873	ordinary	typical
S000106	device_2589	repeatable	typical
S007009	device_0407	ordinary	typical
S003793	device_2974	repeatable	high
S010957	device_0639	ordinary	typical
S004012	device_1640	ordinary	high
S006946	device_3206	repeatable	high
S001140	device_1483	ordinary	high
S009972	device_1559	repeatable	high
S006780	device_1559	repeatable	high
S000552	device_0034	ordinary	typical
S000246	device_2365	ordinary	typical
S003979	device_2335	repeatable	high
S011313	device_3325	repeatable	typical
S012092	device_2368	ordinary	typical
S012340	device_0759	ordinary	typical
S010700	device_1839	ordinary	low
S009421	device_1061	ordinary	high
S008845	device_3416	ordinary	typical
S012346	device_1179	repeatable	high
S009862	device_0857	ordinary	low
S004266	device_0855	repeatable	low
S003668	device_1624	repeatable	high
S010079	device_0110	ordinary	typical
S012414	device_3130	ordinary	typical
S003951	device_1553	repeatable	high
S005618	device_3318	ordinary	typical
S012705	device_1250	ordinary	typical
S010054	device_2370	repeatable	typical
S002874	device_1707	repeatable	high
S009583	device_2109	ordinary	typical
S004187	device_0869	ordinary	high
S008980	device_0271	ordinary	typical
S004897	device_2136	ordinary	typical
S001406	device_0671	repeatable	high
S009444	device_1419	ordinary	typical
S010030	device_0664	ordinary	typical
S001052	device_0012	ordinary	typical
S006029	device_0423	ordinary	high
S011450	device_2930	repeatable	high
S000086	device_2810	ordinary	high
S000979	device_1311	ordinary	typical
S003747	device_0675	ordinary	high
S009244	device_2581	repeatable	typical
S002949	device_0185	ordinary	typical
S005338	device_0053	ordinary	typical
S005469	device_1274	ordinary	typical
S010671	device_0196	ordinary	typical
S010361	device_0073	repeatable	high
S002725	device_0131	ordinary	low
S012634	device_3375	ordinary	typical
S001747	device_1970	ordinary	low
S005105	device_1705	repeatable	high
S000509	device_3169	repeatable	high
S009738	device_1253	ordinary	typical
S007858	device_0855	ordinary	typical
S007340	device_3171	repeatable	high
S001973	device_3504	repeatable	typical
S012440	device_0254	repeatable	high
S011429	device_1056	repeatable	high
S012831	device_2225	repeatable	high
S006321	device_0576	ordinary	typical
S011792	device_0086	repeatable	typical
S012965	device_0659	ordinary	high
S006525	device_1670	ordinary	typical
S011298	device_0026	ordinary	typical
S010006	device_3463	repeatable	high
S008292	device_0323	ordinary	typical
S003210	device_0536	repeatable	low
S003985	device_2374	ordinary	typical
S001100	device_1370	ordinary	typical
S003832	device_0472	ordinary	typical
S007254	device_2754	repeatable	typical
S004713	device_2671	ordinary	high
S000691	device_3359	ordinary	typical
S011672	device_1013	repeatable	typical
S002213	device_3015	ordinary	typical
S005092	device_1671	ordinary	typical
S012738	device_2906	ordinary	low
S012129	device_0048	repeatable	high
S007766	device_1527	repeatable	high
S005523	device_1830	ordinary	typical
S011803	device_1237	ordinary	typical
S006197	device_1338	ordinary	high
S010588	device_0035	ordinary	typical
S000378	device_3452	ordinary	typical
S001717	device_0515	ordinary	typical
S001896	device_0954	repeatable	high
S008221	device_2533	ordinary	typical
S006383	device_0853	ordinary	typical
S000427	device_2539	ordinary	typical
S008718	device_3058	ordinary	typical
S009125	device_2960	repeatable	low
S001670	device_3414	repeatable	high
S004088	device_0344	ordinary	typical
S000965	device_0424	ordinary	typical
S012485	device_1317	ordinary	typical
S004642	device_3407	ordinary	typical
S000057	device_0273	ordinary	typical
S004034	device_1957	ordinary	typical
S005041	device_2594	ordinary	typical
S000080	device_1929	ordinary	high
S008435	device_2855	repeatable	high
S012931	device_2206	repeatable	high
S007151	device_0254	ordinary	high
S010549	device_3332	ordinary	typical
S010759	device_0556	repeatable	high
S004393	device_2349	ordinary	typical
S002790	device_3383	ordinary	typical
S012679	device_2533	ordinary	typical
S000252	device_0749	ordinary	high
S009978	device_3210	ordinary	typical
S001853	device_0659	ordinary	low
S000882	device_0581	ordinary	typical
S012886	device_1726	ordinary	typical
S002514	device_2069	ordinary	typical
S007527	device_1994	repeatable	high
S010046	device_1049	ordinary	low
S011355	device_1906	ordinary	typical
S004253	device_1808	ordinary	typical
S001753	device_1164	repeatable	typical
S001570	device_3332	ordinary	typical
S007368	device_0331	repeatable	typical
S006455	device_2142	repeatable	high
S009410	device_1389	ordinary	low
S011600	device_1269	repeatable	high
S005067	device_3208	ordinary	typical
S002353	device_3282	ordinary	typical
S012228	device_1177	ordinary	typical
S008867	device_0580	repeatable	typical
S010152	device_0331	repeatable	high
S000927	device_1399	repeatable	high
S012614	device_0263	ordinary	typical
S006677	device_1535	ordinary	typical
S011393	device_3335	repeatable	high
S009797	device_1084	ordinary	low
S012685	device_0611	ordinary	high
S005111	device_1396	ordinary	low
S007124	device_1370	ordinary	typical
S004283	device_0050	repeatable	high
S008513	device_2708	ordinary	typical
S003680	device_2937	repeatable	high
S009562	device_0198	repeatable	high
S008244	device_2633	repeatable	high
S003759	device_0589	ordinary	typical
S001863	device_0738	ordinary	typical
S006792	device_0199	ordinary	high
S007558	device_2628	ordinary	typical
S012912	device_1675	repeatable	typical
S001830	device_1223	repeatable	typical
S006312	device_0263	ordinary	typical
S002071	device_3549	ordinary	typical
S002814	device_2445	repeatable	typical
S011713	device_3428	repeatable	typical
S006085	device_1927	ordinary	high
S000118	device_1138	ordinary	typical
S010498	device_2276	ordinary	typical
S012003	device_2712	ordinary	typical
S008379	device_3031	repeatable	typical
S003454	device_0162	ordinary	typical
S007207	device_0848	ordinary	typical
S002362	device_2118	ordinary	high
S003647	device_3188	ordinary	typical
S001758	device_0789	ordinary	typical
S012510	device_0135	ordinary	typical
S000800	device_0836	ordinary	typical
S010249	device_0246	ordinary	typical
S000682	device_0089	repeatable	typical
S000423	device_3439	repeatable	high
S011373	device_1354	ordinary	typical
S010993	device_1010	ordinary	typical
S001427	device_0762	ordinary	typical
S000823	device_2489	ordinary	typical
S007948	device_1706	repeatable	typical
S004340	device_1178	ordinary	typical
S006614	device_1824	repeatable	typical
S004301	device_1960	ordinary	high
S012777	device_3392	repeatable	high
S001535	device_0459	repeatable	high
S001754	device_1924	repeatable	high
S006226	device_2333	ordinary	typical
S002119	device_1367	repeatable	high
S004971	device_1761	repeatable	low
S012005	device_1207	ordinary	typical
S004409	device_2675	ordinary	high
S007663	device_0161	ordinary	low
S008014	device_1186	ordinary	typical
S009446	device_2085	ordinary	low
S012682	device_1210	repeatable	high
S011465	device_0473	ordinary	typical
S001056	device_1220	ordinary	high
S011790	device_1754	ordinary	typical
S006016	device_1525	repeatable	high
S009081	device_2113	ordinary	typical
S001315	device_0244	repeatable	typical
S010010	device_2294	ordinary	typical
S008633	device_2813	ordinary	typical
S011696	device_1594	ordinary	typical
S001133	device_0386	ordinary	typical
S008768	device_3037	ordinary	typical
S005251	device_0792	ordinary	high
S008539	device_0682	ordinary	high
S006530	device_3426	ordinary	high
S003836	device_2626	ordinary	low
S005009	device_1382	ordinary	typical
S010410	device_0084	ordinary	typical
S011103	device_0140	repeatable	high
S010676	device_3522	ordinary	typical
S007418	device_2566	ordinary	high
S001195	device_0961	ordinary	typical
S002534	device_2661	repeatable	typical
S002937	device_0300	ordinary	typical
S004054	device_1949	repeatable	high
S004599	device_1359	ordinary	high
S000216	device_3359	repeatable	typical
S011857	device_2001	ordinary	typical
S011148	device_2289	ordinary	typical
S003689	device_0319	ordinary	typical
S009911	device_1768	repeatable	high
S007929	device_2625	ordinary	typical
S004208	device_2894	ordinary	high
S007593	device_0822	ordinary	typical
S009386	device_0572	ordinary	typical
S005806	device_2100	ordinary	typical
S005969	device_1764	ordinary	typical
S006465	device_2182	ordinary	typical
S005901	device_3501	repeatable	high
S005014	device_3581	ordinary	typical
S011662	device_2015	repeatable	high
S009164	device_2703	repeatable	typical
S005728	device_2982	ordinary	typical
S012694	device_2453	repeatable	typical
S011066	device_1751	repeatable	typical
S004120	device_0676	ordinary	low
S001920	device_3331	ordinary	typical
S011038	device_0348	ordinary	high
S000477	device_0141	ordinary	typical
S007384	device_1936	repeatable	high
S004483	device_3187	ordinary	high
S000512	device_0753	ordinary	typical
S002259	device_1007	ordinary	typical
S005742	device_2287	ordinary	low
S011126	device_3587	ordinary	high
S003272	device_3143	ordinary	typical
S004482	device_2087	ordinary	high
S006219	device_2470	repeatable	low
S004994	device_2855	repeatable	high
S011075	device_0928	repeatable	high
S005772	device_2380	ordinary	low
S000179	device_3080	repeatable	high
S006881	device_1286	ordinary	typical
S001379	device_1564	ordinary	high
S000988	device_0600	ordinary	high
S009451	device_1664	ordinary	typical
S008935	device_2336	repeatable	typical
S005214	device_3184	repeatable	high
S000926	device_0917	ordinary	typical
S012309	device_3352	repeatable	high
S008749	device_2928	ordinary	typical
S005095	device_2800	ordinary	high
S009967	device_0810	repeatable	typical
S003219	device_1999	ordinary	typical
S004391	device_2364	ordinary	high
S003636	device_2130	ordinary	typical
S007012	device_0831	ordinary	high
S010012	device_0348	ordinary	typical
S011852	device_3569	ordinary	typical
S011205	device_1083	repeatable	high
S001240	device_2621	ordinary	typical
S003801	device_1952	ordinary	typical
S000818	device_3133	repeatable	high
S004175	device_3362	ordinary	typical
S011120	device_3350	ordinary	high
S006047	device_3347	repeatable	typical
S003787	device_1716	repeatable	typical
S001536	device_1770	repeatable	high
S001585	device_2326	repeatable	typical
S003506	device_0824	ordinary	low
S005948	device_1848	ordinary	typical
S001027	device_0997	repeatable	high
S002915	device_2996	ordinary	typical
S004013	device_2873	ordinary	typical
S001322	device_1652	ordinary	high
S002823	device_0519	ordinary	typical
S006638	device_3590	ordinary	typical
S009671	device_1944	ordinary	typical
S008006	device_2840	repeatable	typical
S004688	device_2129	ordinary	typical
S004775	device_0528	repeatable	typical
S008126	device_1389	ordinary	typical
S004101	device_0949	ordinary	typical
S005595	device_1972	repeatable	high
S006457	device_3326	ordinary	typical
S002628	device_1739	repeatable	high
S002097	device_2165	ordinary	low
S002857	device_1353	repeatable	typical
S002650	device_2670	ordinary	typical
S003116	device_2745	ordinary	typical
S004838	device_0245	repeatable	typical
S008651	device_0758	repeatable	high
S002269	device_2600	ordinary	high
S012455	device_1617	ordinary	typical
S007581	device_2723	repeatable	high
S004102	device_0040	repeatable	high
S004344	device_0786	repeatable	high
S008698	device_0390	ordinary	high
S008096	device_3108	repeatable	high
S007394	device_1141	ordinary	high
S002827	device_0641	ordinary	typical
S001069	device_3533	ordinary	low
S007906	device_3027	repeatable	high
S010342	device_1490	ordinary	high
S004148	device_1724	ordinary	high
S012519	device_2880	ordinary	typical
S008515	device_1895	ordinary	typical
S007680	device_0275	ordinary	typical
S008258	device_0775	ordinary	typical
S011556	device_1622	repeatable	high
S005511	device_3347	ordinary	typical
S007483	device_2388	ordinary	typical
S006950	device_2538	repeatable	typical
S000389	device_2950	ordinary	typical
S008714	device_3405	ordinary	typical
S007014	device_0637	repeatable	high
S002196	device_2356	ordinary	typical
S004364	device_1876	ordinary	typical
S011170	device_2232	repeatable	typical
S005271	device_0713	ordinary	typical
S006675	device_3275	ordinary	typical
S008521	device_0692	ordinary	low
S004395	device_1663	ordinary	typical
S012891	device_2944	ordinary	high
S012514	device_3464	ordinary	high
S006585	device_2803	ordinary	typical
S005256	device_1806	repeatable	high
S004203	device_1492	repeatable	high
S010383	device_2456	ordinary	typical
S006497	device_0906	ordinary	high
S001549	device_3078	ordinary	typical
S010482	device_0174	ordinary	typical
S000849	device_3334	ordinary	typical
S008382	device_2222	ordinary	typical
S011669	device_2536	ordinary	typical
S008737	device_0596	ordinary	typical
S004215	device_2019	ordinary	typical
S004754	device_1913	ordinary	high
S007916	device_1690	ordinary	typical
S008612	device_3382	ordinary	high
S007900	device_1722	repeatable	high
S003590	device_3120	ordinary	typical
S006073	device_2823	ordinary	typical
S003922	device_0647	ordinary	high
S010886	device_0409	ordinary	high
S007840	device_2737	repeatable	high
S006842	device_0544	ordinary	low
S012425	device_0663	repeatable	high
S007182	device_3376	ordinary	typical
S004697	device_0394	repeatable	high
S000778	device_1636	ordinary	typical
S010096	device_2918	ordinary	typical
S005777	device_2315	ordinary	typical
S006588	device_2374	ordinary	typical
S008966	device_3401	ordinary	typical
S007442	device_3110	ordinary	low
S011037	device_0886	ordinary	typical
S006072	device_1382	ordinary	typical
S008069	device_2561	repeatable	high
S005297	device_3550	ordinary	typical
S000544	device_1838	ordinary	typical
S011452	device_0638	ordinary	typical
S007902	device_1835	ordinary	high
S012617	device_1243	ordinary	typical
S004185	device_3159	ordinary	typical
S011710	device_3599	ordinary	typical
S000376	device_2629	ordinary	typical
S011791	device_0255	ordinary	typical
S006037	device_1087	ordinary	high
S007486	device_1567	ordinary	typical
S009209	device_0015	ordinary	typical
S002752	device_0506	ordinary	typical
S008735	device_2621	ordinary	high
S004673	device_2788	ordinary	typical
S006025	device_3141	ordinary	typical
S010675	device_1135	repeatable	high
S007301	device_3319	ordinary	typical
S000912	device_0613	ordinary	typical
S007892	device_1953	ordinary	typical
S007401	device_2889	ordinary	high
S000784	device_1057	repeatable	high
S000207	device_2673	ordinary	typical
S011334	device_3337	ordinary	high
S009697	device_2082	ordinary	typical
S003500	device_1014	ordinary	typical
S008246	device_2074	repeatable	typical
S005087	device_1952	repeatable	high
S010215	device_1549	repeatable	high
S001756	device_1912	ordinary	high
S001583	device_1012	repeatable	typical
S006168	device_1742	ordinary	typical
S001621	device_0025	repeatable	typical
S003215	device_2813	ordinary	high
S007198	device_3343	repeatable	typical
S008955	device_0270	ordinary	typical
S003019	device_1463	repeatable	high
S005308	device_0794	ordinary	typical
S002311	device_3350	ordinary	high
S000940	device_0591	ordinary	typical
S000906	device_2791	ordinary	typical
S004505	device_1297	repeatable	typical
S012225	device_3557	ordinary	high
S001810	device_2282	ordinary	typical
S010869	device_1718	ordinary	typical
S008281	device_1490	ordinary	typical
S006437	device_2900	ordinary	typical
S000220	device_1257	repeatable	typical
S000620	device_1282	repeatable	typical
S011430	device_0756	repeatable	high
S007665	device_2445	ordinary	typical
S011113	device_0615	repeatable	high
S000597	device_1390	ordinary	high
S005695	device_0165	ordinary	typical
S000504	device_0726	ordinary	typical
S000017	device_1901	ordinary	typical
S012268	device_3418	repeatable	high
S007423	device_1337	ordinary	low
S003792	device_1140	ordinary	high
S011866	device_0321	repeatable	typical
S009691	device_0500	repeatable	high
S010800	device_1495	ordinary	low
S001189	device_0023	ordinary	typical
S011805	device_1203	repeatable	high
S001196	device_3312	ordinary	high
S009377	device_2015	repeatable	typical
S001337	device_2589	ordinary	typical
S007415	device_1898	repeatable	typical
S008198	device_2649	ordinary	low
S002440	device_0577	repeatable	high
S001972	device_3210	repeatable	typical
S007064	device_3138	ordinary	typical
S001784	device_2991	repeatable	high
S007328	device_2112	ordinary	typical
S008886	device_1482	ordinary	typical
S011728	device_2139	ordinary	low
S009472	device_2555	ordinary	typical
S001385	device_0320	ordinary	typical
S003786	device_3353	ordinary	high
S009267	device_0002	ordinary	high
S009569	device_3014	ordinary	typical
S003780	device_2154	ordinary	typical
S004006	device_1538	repeatable	high
S008387	device_0098	ordinary	typical
S006784	device_1852	repeatable	low
S006200	device_3037	repeatable	high
S012532	device_0148	ordinary	high
S007032	device_1176	ordinary	high
S010111	device_2019	ordinary	typical
S007821	device_0855	ordinary	typical
S008088	device_2739	ordinary	typical
S001576	device_3403	ordinary	typical
S010145	device_0420	ordinary	typical
S012690	device_0700	repeatable	high
S008957	device_0142	ordinary	typical
S010086	device_2644	repeatable	high
S004047	device_1411	ordinary	typical
S002360	device_1586	ordinary	typical
S008882	device_2616	repeatable	low
S003904	device_0923	ordinary	typical
S007245	device_2757	ordinary	high
S007635	device_0471	ordinary	typical
S005188	device_1742	ordinary	typical
S008962	device_2433	ordinary	typical
S004245	device_0211	ordinary	typical
S012684	device_1695	repeatable	high
S005285	device_3206	repeatable	high
S008270	device_2128	repeatable	typical
S003169	device_1300	repeatable	high
S006082	device_2793	repeatable	high
S000150	device_1462	ordinary	typical
S008637	device_1906	repeatable	high
S004833	device_3531	repeatable	high
S000776	device_1157	ordinary	typical
S004770	device_2124	ordinary	typical
S001098	device_3225	ordinary	typical
S000618	device_2611	ordinary	typical
S003025	device_2843	repeatable	typical
S002112	device_2819	ordinary	high
S001349	device_1370	repeatable	high
S008113	device_3067	repeatable	typical
S006313	device_2888	ordinary	typical
S002889	device_0845	ordinary	high
S011765	device_2357	ordinary	typical
S005828	device_0600	ordinary	typical
S008862	device_0073	repeatable	high
S007955	device_1710	ordinary	typical
S012940	device_2368	repeatable	high
S008469	device_1415	repeatable	high
S002347	device_3261	ordinary	typical
S005598	device_2448	ordinary	typical
S003880	device_1414	ordinary	typical
S012554	device_1219	ordinary	typical
S012056	device_2641	ordinary	typical
S003015	device_0781	ordinary	typical
S010265	device_0533	ordinary	typical
S010679	device_1241	ordinary	typical
S003489	device_0656	repeatable	high
S007850	device_1915	ordinary	typical
S003908	device_3345	ordinary	typical
S002840	device_3560	repeatable	typical
S004624	device_2101	ordinary	typical
S009676	device_2417	ordinary	low
S012723	device_1372	ordinary	typical
S005164	device_2642	ordinary	typical
S007459	device_1950	repeatable	high
S008241	device_0741	repeatable	high
S009466	device_0626	ordinary	high
S000749	device_2078	ordinary	typical
S002674	device_1581	ordinary	typical
S007357	device_1975	ordinary	low
S005588	device_3596	repeatable	typical
S004913	device_1939	ordinary	typical
S004029	device_3382	ordinary	typical
S000200	device_0485	repeatable	high
S000555	device_2068	ordinary	typical
S005131	device_3574	ordinary	typical
S007785	device_0324	ordinary	high
S008912	device_3107	repeatable	typical
S005548	device_1327	ordinary	typical
S003583	device_3270	ordinary	typical
S001125	device_0240	ordinary	low
S006864	device_2476	ordinary	typical
S006998	device_1544	ordinary	typical
S011750	device_3319	ordinary	low
S004214	device_0271	ordinary	typical
S006364	device_0504	repeatable	high
S004352	device_0360	ordinary	typical
S007950	device_0689	ordinary	low
S007976	device_1373	repeatable	high
S012795	device_0208	ordinary	high
S001722	device_0399	repeatable	high
S003307	device_0114	ordinary	typical
S011332	device_3378	ordinary	low
S005021	device_3409	repeatable	high
S002957	device_0186	ordinary	low
S012142	device_2183	ordinary	low
S005268	device_2652	ordinary	high
S004224	device_2389	ordinary	high
S006813	device_1089	repeatable	high
S007707	device_0159	ordinary	high
S012079	device_0695	ordinary	high
S011891	device_3370	repeatable	typical
S010455	device_2038	ordinary	low
S000425	device_0999	repeatable	high
S010351	device_3286	ordinary	typical
S005431	device_2050	repeatable	high
S010616	device_0060	repeatable	high
S012385	device_1673	ordinary	typical
S000039	device_1032	ordinary	typical
S009788	device_2126	repeatable	high
S006624	device_2084	ordinary	typical
S000401	device_0900	ordinary	typical
S005759	device_1987	ordinary	typical
S010426	device_1808	ordinary	high
S000434	device_1166	repeatable	high
S004547	device_2898	ordinary	high
S006620	device_1100	ordinary	typical
S008386	device_2024	repeatable	high
S004107	device_0734	ordinary	high
S004430	device_1663	ordinary	typical
S003085	device_2067	repeatable	typical
S011998	device_1595	ordinary	typical
S010659	device_1760	ordinary	low
S005621	device_0619	ordinary	typical
S012579	device_1985	ordinary	typical
S006231	device_0626	ordinary	low
S006678	device_1038	ordinary	typical
S005973	device_1567	ordinary	high
S010824	device_3250	repeatable	typical
S003011	device_0241	ordinary	typical
S000194	device_1323	ordinary	typical
S001739	device_0726	ordinary	typical
S007333	device_2709	ordinary	typical
S010985	device_1512	repeatable	typical
S005137	device_1678	ordinary	typical
S002136	device_2273	ordinary	high
S009250	device_0906	ordinary	typical
S008993	device_2043	ordinary	typical
S001911	device_2723	repeatable	high
S002120	device_3511	repeatable	high
S004708	device_1010	ordinary	typical
S012671	device_0674	ordinary	typical
S006719	device_2941	ordinary	high
S004917	device_2851	repeatable	high
S009823	device_1327	ordinary	typical
S001281	device_0733	repeatable	typical
S007556	device_1151	ordinary	typical
S007585	device_1661	ordinary	typical
S009483	device_1376	ordinary	typical
S002627	device_2095	ordinary	typical
S012243	device_3055	repeatable	high
S011176	device_0155	ordinary	typical
S002821	device_1123	repeatable	high
S011816	device_2432	ordinary	typical
S002285	device_0045	ordinary	typical
S004711	device_3090	ordinary	typical
S010414	device_0211	ordinary	high
S000466	device_3481	ordinary	typical
S007117	device_0419	ordinary	typical
S002489	device_1835	ordinary	low
S010357	device_3385	ordinary	typical
S011284	device_1971	ordinary	typical
S008887	device_0952	ordinary	typical
S008797	device_0291	ordinary	typical
S008403	device_1714	ordinary	typical
S004440	device_2516	ordinary	typical
S000948	device_3546	ordinary	typical
S000162	device_1940	ordinary	typical
S001808	device_1867	repeatable	high
S003527	device_1379	repeatable	high
S004864	device_1348	ordinary	typical
S010470	device_1823	repeatable	low
S009945	device_1043	ordinary	typical
S004260	device_0505	ordinary	typical
S007841	device_2693	repeatable	low
S012048	device_2012	ordinary	typical
S011282	device_0540	ordinary	typical
S008552	device_3070	repeatable	high
S009029	device_1634	ordinary	high
S009401	device_0465	ordinary	typical
S000393	device_3498	ordinary	typical
S007167	device_0355	ordinary	typical
S000171	device_3446	ordinary	high
S008066	device_1871	repeatable	typical
S004276	device_0795	ordinary	typical
S006651	device_2642	ordinary	typical
S010644	device_3356	repeatable	high
S007238	device_0266	ordinary	low
S003118	device_3017	repeatable	low
S009766	device_0350	repeatable	high
S010889	device_1022	ordinary	typical
S005492	device_0064	ordinary	typical
S009696	device_0813	ordinary	typical
S004325	device_2047	ordinary	typical
S012017	device_3218	ordinary	typical
S004835	device_2890	ordinary	typical
S012862	device_2282	ordinary	high
S010787	device_1575	ordinary	low
S003564	device_0542	ordinary	typical
S011486	device_1025	ordinary	typical
S008960	device_1200	repeatable	typical
S002047	device_1488	ordinary	typical
S012066	device_2414	repeatable	high
S007524	device_1948	ordinary	typical
S002867	device_2320	repeatable	high
S010376	device_3077	repeatable	high
S011404	device_0593	ordinary	typical
S012133	device_0835	ordinary	typical
S000453	device_2412	ordinary	typical
S011640	device_0658	repeatable	typical
S000277	device_2993	ordinary	typical
S003044	device_1035	ordinary	typical
S011896	device_1175	repeatable	typical
S003034	device_0247	ordinary	high
S007090	device_3263	ordinary	typical
S005956	device_1132	ordinary	typical
S010821	device_1841	ordinary	typical
S007358	device_2342	repeatable	high
S005181	device_0707	ordinary	typical
S012815	device_0303	ordinary	low
