participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	gender	behavior
T04864	5	5	4	4	5	5	4	5	2	3	2	0.24817822077837304
T04865	4	4	3	2	4	5	4	4	4	4	1	-1.0735612012267053
T04866	5	5	5	3	4	5	5	5	4	0	2	0.7359980753549421
T04867	4	1	5	3	3	5	5	4	3	3	2	0.4916578093464049
T04868	5	4	4	5	3	4	5	3	5	4	1	0.9186321964549264
T04869	4	1	4	2	2	3	4	4	4	1	2	0.10356415276960262
T04870	5	5	5	4	4	4	4	5	3	4	2	0.35487101127352105
T04871	4	4	5	2	4	4	5	5	3	4	1	0.18570071766036378
T04872	4	4	3	5	5	5	4	4	5	2	2	0.7746497975520822
T04873	4	1	4	1	5	4	2	1	4	1	1	-0.556002093443427
T04874	5	5	3	4	5	5	5	4	5	5	2	1.0954616813870515
T04875	4	1	2	2	1	5	4	3	5	3	1	0.6998818879843931
T04876	4	4	1	2	2	4	4	3	4	2	2	-0.2925752791713482
T04877	4	2	4	5	1	5	5	5	5	4	1	0.050038883902065345
T04878	3	4	4	2	4	5	2	2	4	5	1	-1.111445889684486
T04879	1	1	2	2	1	2	2	2	2	1	1	-0.0222806118250104
T04880	2	4	3	2	4	4	0	3	5	3	1	0.8026607750369985
T04881	5	3	5	3	3	5	4	2	3	3	1	1.3873400393949646
T04882	5	1	2	3	3	4	4	3	4	3	2	1.2902908816535024
T04883	5	5	3	3	2	4	3	4	5	5	2	0.2603762980788618
T04884	4	1	4	1	2	4	3	2	4	2	1	0.019668323710468116
T04885	4	2	3	3	4	4	2	4	4	1	1	-0.892104091355068
T04886	1	1	1	3	4	5	4	5	2	2	1	-0.7133024010062013
T04887	2	3	4	1	2	4	4	2	3	3	1	-0.40460136274836517
T04888	5	4	3	4	5	5	4	4	3	4	2	-0.13047068645826998
T04889	5	5	5	4	4	4	5	5	4	2	2	2.436299525632366
T04890	5	5	4	4	5	5	5	5	5	4	2	2.0630040256751707
T04891	4	4	1	1	2	3	4	2	5	1	1	-0.5532778944769069
T04892	4	5	3	3	2	3	3	5	5	5	2	1.481544302507799
T04893	4	2	0	2	1	2	4	0	2	2	1	-0.4062440064155585
T04894	5	4	4	4	5	5	4	4	3	4	1	-0.055441395903559565
T04895	4	3	2	3	2	4	3	3	4	2	1	0.760159815813189
T04896	5	5	4	5	5	5	5	4	5	5	1	0.29423102868301876
T04897	5	5	5	2	5	5	5	4	4	4	2	-0.05501419792580453
T04898	1	2	3	1	2	3	2	1	4	2	1	-0.02287457658437453
T04899	0	2	3	3	1	3	3	1	1	1	1	1.2733734038150903
T04900	4	4	2	2	3	5	3	1	4	1	1	-1.0547301075302105
T04901	5	2	4	2	4	4	5	0	4	4	1	-0.6333220523544388
T04902	4	4	5	5	3	5	2	4	5	4	1	-0.603988044549016
T04903	4	4	0	3	4	5	4	2	4	2	1	0.027399711940026952
T04904	4	4	4	4	4	5	4	5	4	3	1	-0.6753829104890879
T04905	2	5	4	2	4	5	4	5	3	1	1	-0.8728243254629661
T04906	4	2	3	2	3	4	4	2	5	2	1	-1.024379662143374
T04907	3	2	2	2	2	4	1	2	4	1	1	-0.866648979543625
T04908	2	0	1	2	2	4	1	2	2	1	1	-1.2239347778519658
T04909	5	1	1	1	2	2	4	5	5	1	2	0.3208133815774755
T04910	5	5	5	4	5	0	4	5	5	2	2	-0.11824613956799568
T04911	3	1	1	0	4	5	3	1	4	1	1	0.6709366935725782
T04912	4	5	5	5	5	5	5	4	4	5	2	1.3980686225555452
T04913	4	4	4	4	4	4	5	3	4	2	2	0.10596585587697083
T04914	2	2	2	2	1	1	1	2	1	1	1	-1.5960262831605099
T04915	5	4	5	4	5	5	4	5	5	2	1	0.3974760681632363
T04916	5	4	5	4	5	5	5	5	5	5	2	-0.9753368901198725
T04917	4	4	4	2	4	3	5	4	4	1	1	0.90086836281852
T04918	5	0	5	4	5	4	4	5	5	5	2	1.4259836493004214
T04919	5	4	5	4	2	4	4	4	4	2	1	-0.7206971112463264
T04920	4	1	4	1	4	5	4	4	4	2	1	0.7372544409979664
T04921	4	1	4	3	3	5	4	5	2	2	2	1.5060904555848174
T04922	2	1	1	1	1	3	1	1	4	1	1	0.26159775814406405
T04923	2	1	4	1	4	5	2	3	4	2	1	-0.8294646334213258
T04924	3	1	3	3	1	2	2	2	2	0	1	-0.8173608975728095
T04925	4	2	1	2	1	4	5	2	2	2	1	0.09304671227541902
T04926	2	5	2	1	3	4	2	2	5	4	1	-0.5260161377515482
T04927	4	3	5	4	5	4	5	5	3	2	2	0.05812471572051514
T04928	4	5	5	5	2	5	4	5	4	1	2	0.9077912861970133
T04929	4	4	5	5	5	5	4	5	4	4	1	0.9022795187733677
T04930	5	4	5	2	4	4	2	4	4	4	2	0.05237524588468326
T04931	4	4	5	5	5	5	5	4	5	3	1	0.4772163750109407
T04932	5	5	4	5	5	4	5	5	5	2	2	0.5152417835013137
T04933	5	2	4	5	4	4	5	3	5	5	2	1.4330012744290983
T04934	3	4	2	5	4	5	3	2	2	3	2	0.7643300743571829
T04935	3	3	2	5	2	3	3	4	5	2	1	0.1433826555374974
T04936	5	1	4	4	3	3	5	4	4	2	2	0.2517994874684861
T04937	4	2	4	1	4	4	4	3	4	2	2	0.8329823066462176
T04938	4	1	2	4	2	2	1	2	4	1	2	-0.16130245905575813
T04939	2	1	4	2	5	5	4	0	3	3	2	1.1801152934886643
T04940	5	5	5	4	5	5	4	5	4	3	2	0.7165452905054457
T04941	5	4	5	3	5	5	5	5	5	4	2	1.1467876169766544
T04942	2	3	4	3	4	5	5	1	4	3	1	0.7024561052603027
T04943	4	4	4	3	3	5	5	4	1	3	1	-0.3491024617456187
T04944	5	5	5	5	5	5	5	5	5	5	1	0.35945657827752797
T04945	4	4	4	5	3	4	5	4	4	3	1	0.5882692524860653
T04946	4	4	4	3	3	3	3	3	4	2	1	1.4434210067395412
T04947	4	4	2	5	4	5	4	3	4	2	2	1.1746393920585738
T04948	5	5	2	4	5	5	5	5	5	4	1	0.33191792261849795
T04949	5	5	5	0	5	5	5	5	5	5	1	0.8652457854758824
T04950	5	3	5	4	4	4	4	4	5	5	2	1.0914358795059296
T04951	0	1	2	1	1	3	2	3	1	1	2	-0.47619301407176157
T04952	5	2	4	3	4	5	5	5	5	2	1	0.057882637130586057
T04953	4	5	4	3	5	5	4	2	4	4	2	0.8281178010893127
T04954	2	4	2	1	4	5	4	5	5	2	1	-0.6307353421645732
T04955	5	4	5	4	5	5	4	4	4	2	2	0.09268062428840035
T04956	5	4	4	2	5	4	4	4	2	1	1	0.32945191904723464
T04957	4	4	1	4	4	3	4	5	5	4	2	0.12438243720761932
T04958	5	4	4	2	3	4	4	4	3	2	1	0.9790960521821984
T04959	5	2	4	4	2	4	2	2	2	2	2	0.8356800411778792
T04960	5	2	2	5	5	5	4	3	5	2	2	1.4831263195953746
T04961	4	1	4	2	2	4	2	2	4	1	2	0.5251402735952222
T04962	4	4	5	3	4	3	5	5	2	3	2	0.781684192111147
T04963	3	1	5	4	2	3	3	4	3	2	2	-0.3112219351821545
T04964	4	3	1	4	5	5	4	5	4	4	1	-0.49914999055622067
T04965	5	5	5	4	5	5	4	5	5	3	2	0.05889344093492943
T04966	5	5	3	3	4	4	4	4	5	1	2	-1.342691372043554
T04967	4	5	5	5	4	4	5	4	4	3	2	1.0370056326215054
T04968	3	2	1	2	3	5	1	4	4	3	1	-1.1988490133269436
T04969	4	3	2	2	0	3	4	2	4	3	1	-0.676355876301163
T04970	4	4	2	3	2	5	4	2	1	4	2	0.7390930514763149
T04971	4	5	5	4	5	5	5	5	4	4	2	1.081541850017347
T04972	3	4	3	4	2	3	2	3	4	3	1	-0.542194644050788
T04973	0	5	5	4	5	4	4	5	5	5	1	-0.2539047415950758
T04974	4	4	3	2	4	4	2	3	4	3	1	-1.4324418965076609
T04975	4	2	5	5	4	5	5	2	5	4	1	0.473799236642317
T04976	5	2	2	3	3	4	3	4	3	4	2	0.3234590054614484
T04977	5	5	2	4	4	3	4	5	4	3	1	-0.4667124421787411
T04978	3	4	4	2	5	4	3	1	4	2	2	1.064132661652152
T04979	5	4	5	4	2	4	5	5	5	2	2	0.8443691976170562
T04980	4	4	4	2	4	5	5	4	4	4	2	1.6750310827937498
T04981	5	2	5	4	5	5	5	5	5	2	2	1.2678721860862636
T04982	3	5	4	2	2	3	4	4	5	3	1	0.4511953424449894
T04983	2	4	4	2	3	4	0	1	4	4	1	-0.012435100758115394
T04984	3	4	2	2	2	4	4	4	1	4	1	1.1704289662291396
T04985	5	5	2	5	3	5	4	5	5	5	2	0.37218201758879477
T04986	4	4	5	5	5	4	4	4	4	2	2	-0.055190851967505394
T04987	3	2	4	1	0	2	3	1	2	1	1	-0.4123120055316083
T04988	4	4	5	2	4	4	5	5	4	5	1	1.099541059021277
T04989	4	4	4	1	1	3	2	5	4	3	1	-0.8766453336976189
T04990	5	5	4	5	3	5	4	5	5	5	2	2.0922721681641656
T04991	4	4	4	5	2	4	4	2	4	5	1	-0.46692853205718715
T04992	3	2	4	2	2	3	3	2	4	2	2	0.16993043834783883
T04993	5	4	5	3	5	4	4	4	5	5	1	0.7825105458978656
T04994	4	3	4	5	3	3	2	4	4	2	2	0.9864931131255139
T04995	5	4	4	4	4	5	4	2	5	3	1	-1.015851958071253
T04996	4	5	5	3	4	5	5	5	5	5	2	0.44176715775869857
T04997	5	4	2	3	5	3	4	4	5	3	2	0.1432980063594238
T04998	3	5	5	4	4	5	3	4	4	4	2	1.796175612940452
T04999	4	4	5	2	4	1	2	3	2	2	2	-0.37960213088417066
T05000	3	1	3	1	4	4	3	2	2	2	1	-0.6287077404010917
T05001	5	3	4	4	4	5	5	5	5	5	2	0.2076800661551621
T05002	3	4	3	2	2	2	3	4	1	1	1	0.5179376014375119
T05003	2	1	2	2	2	4	1	2	4	4	1	-0.5844728935250402
T05004	4	5	5	3	5	5	5	4	4	4	1	-0.22023248833255993
T05005	5	4	2	2	4	4	4	4	5	4	1	0.8377407812845363
T05006	5	5	5	5	5	5	5	5	5	2	1	0.6614434853224764
T05007	4	4	2	2	4	4	2	2	4	2	2	-0.1284602173102113
T05008	5	3	2	3	2	2	4	4	4	1	2	-0.29276818260492754
T05009	5	1	1	4	2	3	2	4	5	1	1	-0.8776559881503436
T05010	4	2	2	2	2	4	3	3	2	1	1	-0.3198954259741314
T05011	4	5	4	2	3	4	5	4	5	3	2	-1.216600956898111
T05012	5	5	4	5	4	4	5	4	5	5	2	0.7385405291665688
T05013	4	1	2	1	4	3	2	1	5	1	2	-0.5040880920674038
T05014	1	1	1	1	1	4	2	3	3	3	1	-0.7395931662530405
T05015	4	4	5	2	2	4	4	4	5	1	1	0.3161622919643544
T05016	4	4	2	2	4	4	2	3	4	2	1	-1.0233316583044327
T05017	5	4	5	3	4	4	2	4	1	4	1	0.6054733037852311
T05018	5	5	5	5	4	4	5	5	5	5	2	2.296008972243062
T05019	4	3	2	2	3	5	3	4	4	2	1	0.8918001370559809
T05020	5	4	4	5	5	4	2	5	4	2	2	1.4991239922370316
T05021	5	4	4	4	5	5	4	3	5	3	1	1.556465040867837
T05022	4	5	4	5	5	5	5	5	5	5	1	-0.3277437026914698
T05023	2	1	4	3	2	3	3	2	3	2	1	-0.8632693424590024
T05024	4	4	2	4	4	4	2	3	2	2	2	0.14549269756830455
T05025	5	5	3	5	5	3	5	2	5	5	2	0.07652609503100738
T05026	5	3	4	2	4	4	4	4	4	4	1	-0.38468261223130706
T05027	4	3	4	5	4	4	4	2	5	2	2	1.5865893943621856
T05028	4	5	1	2	1	2	4	4	4	0	1	0.6903497579127467
T05029	4	4	2	2	2	2	2	3	5	2	1	1.2711313330158012
T05030	5	5	5	4	4	4	4	5	4	4	2	1.3780407244061004
T05031	2	1	1	2	3	2	2	1	4	2	1	-0.16985037599795905
T05032	4	2	2	1	2	5	1	2	4	2	1	-1.5598446685609038
T05033	5	4	5	0	3	4	5	4	4	2	2	1.4575404942986152
T05034	4	4	2	2	4	5	4	4	4	1	2	0.11685756676462788
T05035	5	5	5	4	4	5	5	4	5	4	2	1.4692644338055987
T05036	2	1	2	3	2	4	1	1	4	5	1	-1.4950602723099837
T05037	5	5	4	3	4	3	3	3	4	2	1	-0.41015464829485576
T05038	1	2	1	2	2	5	3	1	1	2	1	-0.3336297521966951
T05039	3	1	5	2	5	4	5	4	4	4	1	0.6672457243339583
T05040	2	1	4	1	1	3	1	0	1	1	2	-1.034594129672369
T05041	4	5	4	4	5	5	4	5	5	4	2	0.5187607728618437
T05042	5	0	3	3	4	5	2	4	5	3	2	-0.6378361593680141
T05043	3	2	3	5	4	5	4	3	3	4	1	0.10308477196730342
T05044	4	2	4	2	2	4	1	4	5	2	1	-0.28568032696230733
T05045	5	5	4	5	5	4	5	5	5	2	2	1.6587967108988617
T05046	5	4	5	3	5	4	4	5	5	4	2	2.2098251357917453
T05047	4	4	4	2	4	4	3	4	4	1	1	-0.6845977486481529
T05048	4	4	2	3	2	2	4	2	5	2	1	0.45820862120280625
T05049	1	4	4	3	5	4	5	5	4	2	2	-1.1312134319659661
T05050	4	3	3	3	4	4	4	4	4	3	2	-0.3366418919710832
T05051	2	1	5	2	3	5	4	2	4	2	1	0.8980526949253922
T05052	4	4	2	2	4	5	5	4	4	3	2	0.28353226099253964
T05053	4	4	4	4	3	3	5	4	4	4	1	-0.29583564233309234
T05054	4	5	4	3	0	5	5	4	5	3	2	2.2329381561245976
T05055	4	1	4	2	4	4	4	5	4	1	2	0.3886034728175978
T05056	4	3	4	3	3	5	4	5	2	4	1	0.17969416626967483
T05057	4	2	3	3	2	4	3	3	2	2	1	-0.3172442370035462
T05058	4	4	5	2	4	5	5	5	5	5	2	1.0588448037730092
T05059	5	4	3	3	4	4	4	4	2	4	2	-0.8428005174396951
T05060	1	4	4	1	1	3	4	2	2	2	1	-0.8999595118842547
T05061	3	4	4	4	4	2	2	3	3	3	2	-1.2738296597613006
T05062	4	2	3	2	2	3	2	2	4	1	1	0.03369301756801579
T05063	4	4	4	5	5	5	5	5	0	3	2	0.5874869206045513
T05064	5	4	5	3	3	4	4	3	5	3	2	0.40678225285825753
T05065	4	2	2	4	5	4	4	4	5	4	2	-0.4653440641018922
T05066	5	4	5	4	4	5	2	4	5	3	2	0.7213916096460239
T05067	5	0	5	3	4	5	5	4	1	4	2	-0.35391449278401954
T05068	2	2	3	2	4	3	3	4	1	2	1	-0.03775923183543617
T05069	5	4	4	2	5	4	4	2	5	4	1	0.5407858295333681
T05070	5	4	5	4	5	2	4	2	4	3	2	0.5947387094590985
T05071	4	4	4	2	4	4	4	3	5	4	1	-0.48931319306554005
T05072	2	5	3	2	4	3	3	2	4	5	2	0.25105708171316526
T05073	4	5	5	2	5	4	5	4	4	4	2	1.1310655514860273
T05074	5	4	5	5	3	5	4	5	4	5	2	-0.018785202424371927
T05075	4	4	5	4	4	5	4	4	5	5	2	0.2946725915778601
T05076	5	4	4	3	4	5	5	5	4	2	1	1.004499323930736
T05077	3	4	2	2	4	2	3	2	1	2	2	0.08918820682606542
T05078	3	2	5	2	2	4	3	1	1	5	1	-0.5582155583607499
T05079	5	4	5	5	5	3	4	5	4	4	2	-0.8664067954690537
T05080	4	4	3	4	2	0	5	4	4	5	2	1.728413504243624
T05081	5	5	4	3	4	4	4	4	4	3	1	-0.12426398511566705
T05082	5	3	5	5	2	5	4	4	5	3	2	2.4200426481997726
T05083	5	5	5	4	5	5	4	5	5	4	2	0.8885733575327159
T05084	5	2	4	2	3	5	4	3	5	1	1	0.6072904926223531
T05085	4	2	4	1	3	3	2	1	4	2	2	-0.31107720778830406
T05086	3	4	1	1	5	4	3	2	3	2	2	0.3233807467122097
T05087	5	4	4	5	5	4	4	2	5	5	2	0.339801915004565
T05088	5	5	2	5	4	5	5	5	5	2	2	-0.5243847316866161
T05089	4	4	4	4	5	4	3	3	2	2	2	0.3038252620968076
T05090	1	1	0	3	4	5	2	2	3	1	1	-0.5943748597197848
T05091	1	5	3	2	4	5	4	3	4	1	1	-1.2472458344618695
T05092	4	3	3	2	2	2	5	1	4	3	2	0.2133136280899846
T05093	5	3	4	2	3	4	3	2	5	5	1	-0.3754082094417453
T05094	2	2	4	1	3	4	3	1	1	1	2	0.008186220897571057
T05095	3	2	4	2	4	3	3	1	3	2	1	-0.16178856256479482
T05096	4	3	5	5	4	3	4	4	2	2	2	0.807239664714419
T05097	3	5	4	5	5	4	5	5	5	4	2	1.988271392700411
T05098	2	4	5	3	1	4	1	3	3	1	1	0.196075570916656
T05099	5	5	4	4	3	5	5	4	4	5	2	2.6546869626987384
T05100	4	5	4	2	4	4	4	5	2	2	1	-0.5780651577579015
T05101	2	2	2	1	1	2	4	2	4	1	1	0.1963987863255897
T05102	4	4	2	1	4	2	3	2	4	5	1	0.8775065420999555
T05103	4	5	5	4	5	5	5	3	5	5	1	-0.6582898134894102
T05104	2	3	1	1	2	2	3	1	1	4	1	-0.6641658563074825
T05105	4	4	5	1	2	4	2	4	2	1	1	-0.24475810723556163
T05106	5	2	3	1	1	2	1	2	1	1	1	-0.8637754009468689
T05107	5	4	5	5	3	5	5	5	5	3	2	0.5886506489965325
T05108	4	4	4	4	4	4	4	3	5	4	1	1.0268152984295116
T05109	5	5	5	5	5	5	5	5	5	3	2	0.7771407168764495
T05110	5	4	4	3	4	5	4	5	4	3	2	0.048004959337003106
T05111	5	5	5	2	4	5	4	5	4	3	2	-0.37071242321535613
T05112	4	4	4	2	3	5	4	3	3	2	2	-0.720001790931881
T05113	4	2	4	2	2	1	3	3	2	2	1	-1.0592853192099914
T05114	4	5	2	4	2	5	5	4	5	3	2	0.7438357945513372
T05115	4	1	4	2	2	5	4	5	5	1	1	-0.14487601716574955
T05116	5	5	4	5	5	5	5	5	4	1	2	1.1769469189863606
T05117	5	4	5	5	3	5	5	4	5	4	2	0.6997114945737559
T05118	4	3	4	2	2	4	2	2	4	1	1	-0.22102313951451522
T05119	4	2	4	2	2	4	4	4	4	1	1	0.04840460126749062
T05120	4	2	4	2	5	4	4	3	5	2	1	0.08362257721081526
T05121	5	1	4	4	2	5	4	2	3	1	1	0.44455993649441966
T05122	5	3	4	5	5	5	5	4	4	4	2	1.5175918478368597
T05123	2	3	4	2	4	2	3	3	4	1	1	-0.7824519319243742
T05124	3	4	5	2	4	4	4	2	4	4	1	0.0670907711519617
T05125	4	5	5	5	5	5	4	4	5	3	2	0.9294343057542607
T05126	4	1	1	2	3	4	2	4	5	1	1	-0.9798331143972985
T05127	4	5	4	2	3	4	3	4	5	2	1	-0.2957595879104107
T05128	5	4	4	5	5	3	3	5	4	5	2	1.5614057730292283
T05129	5	5	5	4	5	5	5	5	5	4	2	1.852359328010619
T05130	4	2	4	4	4	5	5	5	4	4	1	0.19535362812227092
T05131	5	5	5	5	5	5	5	5	4	5	2	0.43516709143518106
T05132	4	1	2	3	4	4	2	4	4	2	2	-1.1772709094845908
T05133	3	2	4	4	3	5	4	3	5	3	2	0.1775893956489608
T05134	5	4	4	3	0	4	4	4	5	4	1	-0.27763978332419326
T05135	5	4	5	3	5	5	5	5	4	5	2	1.6672090238314405
T05136	2	4	1	2	3	4	3	4	2	1	1	0.3419789713609085
T05137	3	2	3	3	1	4	1	1	1	1	1	-1.5146661575695586
T05138	5	5	5	4	5	5	5	5	5	4	2	0.8394289268417456
T05139	5	5	4	5	5	5	5	5	5	5	2	2.050168544846966
T05140	4	1	5	2	2	4	2	1	4	1	1	0.5872778271452211
T05141	2	3	4	4	3	4	5	5	3	4	2	1.637292269030355
T05142	4	5	4	4	3	3	5	3	5	4	2	0.0022009774767974832
T05143	3	2	2	2	1	5	4	2	4	1	1	-0.8742276069035309
T05144	5	0	2	3	2	5	4	2	4	2	1	0.6689676738463426
T05145	3	2	3	2	1	3	3	1	4	1	2	0.9909776722179252
T05146	4	5	4	5	4	2	4	5	5	0	1	1.064381258428187
T05147	4	4	5	3	2	4	4	4	4	4	1	0.33243159482429196
T05148	5	2	4	5	5	5	4	4	0	5	2	1.540709513914524
T05149	5	4	4	1	4	4	4	2	5	4	2	-0.48658202765982017
T05150	3	2	4	1	3	2	2	1	1	4	1	-0.35353916603754676
T05151	4	4	3	2	3	5	3	4	5	1	1	0.15479689848845363
T05152	4	5	5	5	1	5	2	5	4	4	2	0.07717710616302925
T05153	4	5	2	4	5	4	5	4	4	2	2	0.6898426307956194
T05154	4	5	3	4	5	5	5	5	5	5	2	1.9568696507012127
T05155	5	5	4	4	5	4	4	5	4	2	2	0.5684187742324723
T05156	4	0	5	5	2	5	3	1	4	4	1	1.7730955194643587
T05157	5	5	5	5	5	5	4	5	5	3	2	1.704917648328434
T05158	5	5	5	5	5	5	5	5	5	5	2	2.522733805270708
T05159	4	2	4	4	4	4	4	3	5	3	1	1.792284718516845
T05160	4	5	3	3	4	5	5	5	3	5	1	0.3984229153767918
T05161	5	1	2	2	4	4	2	3	2	4	1	1.0374103871782718
T05162	5	4	4	4	3	4	4	4	1	2	2	-1.3520846397542223
T05163	2	1	2	1	1	4	1	1	2	1	1	-2.0002130585229327
T05164	1	1	2	1	1	4	1	1	2	1	1	-0.9892666237154741
T05165	5	4	3	2	5	4	4	3	4	3	1	-0.15893295418480047
T05166	4	4	4	2	5	4	4	5	5	3	2	0.0019736869900334186
T05167	3	1	3	2	1	4	4	3	2	1	1	-0.3535658119682596
T05168	4	4	5	3	4	5	5	1	5	1	1	0.0058489931919677995
T05169	5	3	5	2	3	5	4	1	5	2	2	0.012968945917359365
T05170	4	5	2	1	1	4	3	4	4	2	2	-0.41853037235702084
T05171	4	4	5	2	4	4	4	4	5	3	2	0.37436461934071513
T05172	5	5	4	5	5	4	5	5	5	5	2	0.4349305055232796
T05173	5	2	3	4	2	3	5	5	4	5	2	1.4760603657265534
T05174	5	1	4	3	4	3	5	5	4	5	2	0.4424350160645474
T05175	5	3	4	5	4	4	4	4	4	2	2	1.530669613264986
T05176	5	4	4	4	4	4	0	4	5	4	2	1.1343217573616087
T05177	5	5	2	4	4	4	5	4	4	4	2	1.8667437473802595
T05178	4	4	4	2	5	4	4	4	5	3	1	0.6089614153163023
T05179	5	5	5	5	5	4	5	5	5	4	1	1.7408433670450614
T05180	2	4	4	4	4	4	5	4	5	1	1	1.4118223783387471
T05181	5	4	4	3	1	2	4	4	4	4	2	0.5007522539430286
T05182	4	0	4	5	4	2	5	3	5	4	2	1.3151862130035505
T05183	5	5	2	3	3	5	5	5	5	5	2	1.2589974241460868
T05184	5	5	5	5	5	5	5	5	5	4	2	1.415653577555637
T05185	5	5	5	3	4	4	5	4	5	1	2	1.8863778400586992
T05186	4	5	2	4	5	5	4	4	4	5	1	-0.19606593613492257
T05187	1	0	5	2	2	4	4	4	3	2	1	0.49561922036664785
T05188	5	4	2	4	4	4	4	2	4	2	2	0.9403633748195761
T05189	4	2	2	2	2	3	2	1	4	1	1	-0.019880333776306436
T05190	4	5	5	4	4	5	5	5	5	5	2	0.8276917490447312
T05191	4	1	2	3	3	5	4	1	4	4	1	-0.8518725379295519
T05192	4	4	5	3	4	4	2	2	4	2	2	-0.4681469239528205
T05193	0	3	4	2	3	5	4	4	4	4	2	-0.24050346955717194
T05194	3	4	5	3	4	5	4	4	4	3	1	-1.0452902165521478
T05195	5	5	5	4	4	4	4	5	5	3	2	0.5886942460764544
T05196	3	2	4	1	3	4	4	1	1	4	1	-0.24255094519604706
T05197	4	5	5	5	4	5	5	5	2	4	2	3.4229215126252415
T05198	4	2	2	2	4	4	4	2	4	2	1	-0.4741176377462786
T05199	5	4	4	4	4	5	5	2	4	4	2	1.036585984502728
T05200	3	1	1	1	4	5	3	1	2	2	1	-1.2059846896199657
T05201	5	5	4	2	3	5	2	5	5	4	2	0.3887976512434581
T05202	5	4	4	4	4	5	4	4	5	3	1	-0.9043419008684356
T05203	5	5	5	4	5	4	5	5	5	4	2	1.7294531399666535
T05204	2	4	4	3	2	4	2	1	4	3	1	-0.8410397910243615
T05205	4	4	5	5	3	5	4	5	5	2	1	0.8488608870161443
T05206	5	4	4	4	4	4	2	4	2	2	1	0.6099343776458259
T05207	4	3	5	3	2	3	3	4	4	2	2	0.3181684226951786
T05208	4	1	4	2	5	5	5	5	5	5	1	1.4067922921803597
T05209	4	4	4	4	5	5	4	5	4	5	2	0.6792085269250078
T05210	4	3	4	5	5	5	4	5	5	5	2	0.5890828413067907
T05211	4	5	5	2	5	5	5	4	5	4	2	1.915298308672523
T05212	4	3	4	3	4	4	4	4	4	2	1	0.8552974020555545
T05213	5	5	4	2	2	3	4	4	4	5	2	-0.4232030499913604
T05214	4	2	2	2	3	2	0	2	3	1	1	0.5919751021267524
T05215	5	4	2	1	4	4	4	2	4	1	1	-0.4085899594142974
T05216	4	2	4	3	4	4	3	2	2	1	1	-0.45363679363411274
T05217	4	3	3	3	4	3	3	5	3	2	1	0.9572780867937822
T05218	1	1	3	1	2	3	3	4	2	1	2	-0.24039535644720167
T05219	4	4	4	2	5	5	3	5	5	5	2	1.3955778390895341
T05220	4	3	1	2	3	4	2	2	1	4	1	-0.45275468291401993
T05221	5	5	4	3	4	5	2	3	4	0	1	-0.011571682304566233
T05222	4	1	4	2	4	4	4	3	4	1	1	0.25871069937138835
T05223	4	2	3	2	5	3	4	3	2	2	1	-0.1702546654222355
T05224	5	5	5	5	3	5	5	5	5	5	2	3.0391634815286714
T05225	4	4	5	2	5	4	4	4	5	2	1	-0.5510671349662735
T05226	5	5	5	4	3	4	4	5	4	3	2	0.8870715023214528
T05227	5	5	5	3	4	4	2	3	4	4	2	0.1315986188078783
T05228	5	5	5	4	5	5	4	5	5	4	1	0.14814147104276515
T05229	5	1	2	2	3	4	3	3	2	3	1	-0.21224616033138807
T05230	4	5	5	4	4	5	3	5	4	4	2	0.1957241783032448
T05231	3	2	4	0	2	3	1	1	4	2	2	1.2017564463824841
T05232	5	2	3	3	4	5	5	5	4	5	1	0.37196782012022345
T05233	4	2	5	3	2	5	2	5	4	4	2	0.4171986820617825
T05234	1	1	3	2	3	4	4	2	1	1	1	0.2515229775305534
T05235	5	2	4	4	4	4	1	3	4	4	1	-1.3449990823258584
T05236	5	4	4	3	0	5	4	4	4	3	1	-1.1435975345011429
T05237	5	1	1	2	4	4	4	5	5	1	1	0.168156588949207
T05238	5	5	5	4	5	4	4	5	4	3	2	0.14053300496160404
T05239	2	1	5	4	2	5	2	4	4	1	2	-0.5935944850764985
T05240	5	5	5	5	5	5	5	5	5	5	2	1.9021023430058788
T05241	4	5	5	5	4	5	4	5	5	2	2	1.025934481014726
T05242	2	1	4	3	2	4	3	2	5	1	1	0.34817598598858834
T05243	4	5	5	2	4	2	1	4	2	2	1	-0.5617623902581541
T05244	3	4	4	4	4	5	4	5	5	4	1	0.4522149777779424
T05245	4	2	1	4	4	2	4	2	1	1	1	0.2518634630181791
T05246	3	5	4	4	5	5	5	3	5	5	2	1.7677189027342592
T05247	5	4	5	4	4	5	4	3	2	3	2	-0.444693517540674
T05248	4	0	1	2	4	4	3	4	5	3	1	0.7655341114118972
T05249	5	2	4	2	4	5	4	3	2	1	1	1.0656645982507682
T05250	5	5	4	4	4	5	4	2	4	3	1	0.6726463290257966
T05251	3	2	2	2	3	4	3	2	2	2	1	-0.005553715596760295
T05252	5	2	1	2	4	1	1	2	4	2	1	0.732953073048529
T05253	5	1	1	4	1	4	2	3	5	3	2	0.37642794838591376
T05254	3	4	2	2	2	5	2	3	3	2	2	0.7248746380137625
T05255	5	4	5	4	4	5	5	5	5	5	2	0.8005207612153774
T05256	5	5	5	5	5	5	5	5	5	5	2	0.6990365554979686
T05257	4	1	2	2	2	4	3	2	3	1	1	0.5271649814341971
T05258	5	3	4	2	4	4	4	5	4	4	1	0.28353181682259637
